"Step","a100_fw1b_l22_decoupled_s1337_paper_strict:train - loss","a100_fw1b_l22_decoupled_s1337_paper_strict:train - loss__MIN","a100_fw1b_l22_decoupled_s1337_paper_strict:train - loss__MAX","a100_fw1b_l22_baseline_s1337_paper_strict:train - loss","a100_fw1b_l22_baseline_s1337_paper_strict:train - loss__MIN","a100_fw1b_l22_baseline_s1337_paper_strict:train - loss__MAX"
"781","5.727678571428571","5.25","7.7265625","5.2421875","5.2421875","5.2421875"
"791","5.735491071428571","5.25","7.6328125","5.2890625","5.2890625","5.2890625"
"801","5.657366071428571","5.2578125","7.5","5.359375","5.359375","5.359375"
"811","5.734375","5.3046875","7.5625","5.234375","5.234375","5.234375"
"821","5.661830357142857","5.234375","7.421875","5.390625","5.390625","5.390625"
"831","5.641741071428571","5.15625","7.5625","5.2265625","5.2265625","5.2265625"
"841","5.6171875","5.109375","7.546875","5.25","5.25","5.25"
"851","5.636160714285714","5.1640625","7.546875","5.125","5.125","5.125"
"861","5.666294642857143","5.2578125","7.4609375","5.15625","5.15625","5.15625"
"871","5.599330357142857","5.1640625","7.4765625","5.21875","5.21875","5.21875"
"881","5.665178571428571","5.296875","7.375","5.2421875","5.2421875","5.2421875"
"891","5.575892857142857","5.0859375","7.6328125","5.15625","5.15625","5.15625"
"901","5.575892857142857","5.125","7.484375","5.265625","5.265625","5.265625"
"911","5.626116071428571","5.2265625","7.4921875","5.1875","5.1875","5.1875"
"921","5.558035714285714","5.0234375","7.4921875","5.171875","5.171875","5.171875"
"931","5.584821428571429","5.140625","7.53125","5.015625","5.015625","5.015625"
"941","5.574776785714286","5.09375","7.5078125","5.21875","5.21875","5.21875"
"951","5.506696428571429","4.9765625","7.4453125","5.09375","5.09375","5.09375"
"961","5.5390625","4.9453125","7.4921875","5.1171875","5.1171875","5.1171875"
"971","5.505580357142857","4.9609375","7.5234375","5.0078125","5.0078125","5.0078125"
"981","5.543526785714286","5.1171875","7.3515625","5.171875","5.171875","5.171875"
"991","5.513392857142857","5.078125","7.2734375","4.984375","4.984375","4.984375"
"1001","5.481026785714286","5.03125","7.5","4.9140625","4.9140625","4.9140625"
"1011","5.435267857142857","4.9140625","7.4765625","5.015625","5.015625","5.015625"
"1021","5.446428571428571","4.9375","7.3828125","5.1328125","5.1328125","5.1328125"
"1031","5.409598214285714","4.9453125","7.3828125","4.9921875","4.9921875","4.9921875"
"1041","5.482142857142857","5.0625","7.3203125","5.1171875","5.1171875","5.1171875"
"1051","5.372767857142857","4.8671875","7.4375","5","5","5"
"1061","5.361607142857143","4.875","7.3515625","5.0390625","5.0390625","5.0390625"
"1071","5.368303571428571","4.890625","7.46875","5.03125","5.03125","5.03125"
"1081","5.368303571428571","4.8984375","7.4140625","5.0078125","5.0078125","5.0078125"
"1091","5.385044642857143","4.9296875","7.2890625","4.9453125","4.9453125","4.9453125"
"1101","5.321428571428571","4.7890625","7.2109375","4.875","4.875","4.875"
"1111","5.359375","4.9140625","7.375","4.9609375","4.9609375","4.9609375"
"1121","5.299107142857143","4.78125","7.3515625","5.0546875","5.0546875","5.0546875"
"1131","5.389508928571429","4.953125","7.3515625","4.921875","4.921875","4.921875"
"1141","5.334821428571429","4.8828125","7.3984375","4.7890625","4.7890625","4.7890625"
"1151","5.284598214285714","4.859375","7.28125","4.7734375","4.7734375","4.7734375"
"1161","5.3125","4.8515625","7.2890625","4.875","4.875","4.875"
"1171","5.314732142857143","4.8515625","7.4140625","4.875","4.875","4.875"
"1181","5.294642857142857","4.828125","7.40625","4.828125","4.828125","4.828125"
"1191","5.524553571428571","4.734375","7.40625","4.9765625","4.9765625","4.9765625"
"1201","5.954241071428571","4.7109375","9.71875","4.90625","4.90625","4.90625"
"1211","5.590401785714286","4.7421875","7.5234375","4.765625","4.765625","4.765625"
"1221","5.659598214285714","4.765625","8.0078125","4.7578125","4.7578125","4.7578125"
"1231","5.714285714285714","4.8359375","7.9140625","4.796875","4.796875","4.796875"
"1241","5.619419642857143","4.7578125","7.8203125","4.953125","4.953125","4.953125"
"1251","5.649553571428571","4.8046875","7.7109375","4.8828125","4.8828125","4.8828125"
"1261","5.594866071428571","4.7421875","7.7421875","4.828125","4.828125","4.828125"
"1271","5.619419642857143","4.7890625","7.7734375","4.7109375","4.7109375","4.7109375"
"1281","5.589285714285714","4.75","7.8203125","4.8984375","4.8984375","4.8984375"
"1291","5.609375","4.6328125","7.7265625","4.7265625","4.7265625","4.7265625"
"1301","5.5703125","4.671875","7.8125","4.78125","4.78125","4.78125"
"1311","5.569196428571429","4.7109375","7.8125","4.828125","4.828125","4.828125"
"1321","5.587053571428571","4.7734375","7.6484375","4.703125","4.703125","4.703125"
"1331","5.444196428571429","4.6796875","7.6171875","4.8203125","4.8203125","4.8203125"
"1341","5.508928571428571","4.6875","7.6953125","4.734375","4.734375","4.734375"
"1351","5.900669642857143","4.765625","7.65625","4.703125","4.703125","4.703125"
"1361","5.883928571428571","4.671875","7.734375","4.5","4.5","4.5"
"1371","5.796875","4.6171875","7.6953125","4.734375","4.734375","4.734375"
"1381","5.792410714285714","4.703125","7.71875","4.8203125","4.8203125","4.8203125"
"1391","5.717633928571429","4.6484375","7.6171875","4.671875","4.671875","4.671875"
"1401","5.708705357142857","4.6953125","7.7109375","4.828125","4.828125","4.828125"
"1411","5.694196428571429","4.6015625","7.640625","4.640625","4.640625","4.640625"
"1421","5.672991071428571","4.6640625","7.6328125","4.765625","4.765625","4.765625"
"1431","5.706473214285714","4.6484375","7.7734375","4.7109375","4.7109375","4.7109375"
"1441","5.782366071428571","4.7734375","7.7109375","4.6640625","4.6640625","4.6640625"
"1451","5.6796875","4.609375","7.6484375","4.7578125","4.7578125","4.7578125"
"1461","5.699776785714286","4.6328125","7.7265625","4.5703125","4.5703125","4.5703125"
"1471","5.655133928571429","4.6171875","7.578125","4.984375","4.984375","4.984375"
"1481","5.640625","4.6875","7.78125","4.734375","4.734375","4.734375"
"1491","5.621651785714286","4.609375","7.671875","4.6953125","4.6953125","4.6953125"
"1501","5.561383928571429","4.53125","7.6640625","4.59375","4.59375","4.59375"
"1511","5.660714285714286","4.5625","7.7109375","4.625","4.625","4.625"
"1521","5.526785714285714","4.515625","7.53125","4.5546875","4.5546875","4.5546875"
"1531","5.502232142857143","4.5625","7.6015625","4.71875","4.71875","4.71875"
"1541","5.6953125","4.5390625","7.6953125","4.625","4.625","4.625"
"1551","5.599330357142857","4.6328125","7.71875","4.6875","4.6875","4.6875"
"1561","5.5703125","4.5625","7.7265625","4.6640625","4.6640625","4.6640625"
"1571","5.497767857142857","4.5703125","7.6796875","4.53125","4.53125","4.53125"
"1581","5.472098214285714","4.5390625","7.6171875","4.5234375","4.5234375","4.5234375"
"1591","5.463169642857143","4.5078125","7.734375","4.4921875","4.4921875","4.4921875"
"1601","5.521205357142857","4.6015625","7.78125","4.53125","4.53125","4.53125"
"1611","5.994419642857143","4.5703125","8.828125","4.59375","4.59375","4.59375"
"1621","5.952008928571429","4.5625","7.8359375","4.5703125","4.5703125","4.5703125"
"1631","5.852678571428571","4.4609375","7.671875","4.59375","4.59375","4.59375"
"1641","5.811383928571429","4.6328125","7.7421875","4.59375","4.59375","4.59375"
"1651","5.784598214285714","4.609375","7.6171875","4.5234375","4.5234375","4.5234375"
"1661","5.823660714285714","4.53125","7.703125","4.5","4.5","4.5"
"1671","5.713169642857143","4.5703125","7.6875","4.5390625","4.5390625","4.5390625"
"1681","5.761160714285714","4.6484375","7.671875","4.40625","4.40625","4.40625"
"1691","5.819196428571429","4.6640625","7.734375","4.34375","4.34375","4.34375"
"1701","5.678571428571429","4.4296875","7.6796875","4.53125","4.53125","4.53125"
"1711","5.651785714285714","4.5078125","7.609375","4.5546875","4.5546875","4.5546875"
"1721","5.667410714285714","4.5078125","7.71875","4.6171875","4.6171875","4.6171875"
"1731","5.680803571428571","4.578125","7.59375","4.46875","4.46875","4.46875"
"1741","5.609375","4.5546875","7.6015625","4.546875","4.546875","4.546875"
"1751","5.604910714285714","4.40625","7.6171875","4.5234375","4.5234375","4.5234375"
"1761","5.6171875","4.5","7.703125","4.3984375","4.3984375","4.3984375"
"1771","5.6015625","4.4453125","7.6328125","4.53125","4.53125","4.53125"
"1781","5.560267857142857","4.5234375","7.7109375","4.3671875","4.3671875","4.3671875"
"1791","5.522321428571429","4.46875","7.6640625","4.5625","4.5625","4.5625"
"1801","5.550223214285714","4.4140625","7.6875","4.5078125","4.5078125","4.5078125"
"1811","5.555803571428571","4.5234375","7.59375","4.4375","4.4375","4.4375"
"1821","5.529017857142857","4.5078125","7.75","4.4296875","4.4296875","4.4296875"
"1831","5.517857142857143","4.5078125","7.6953125","4.3828125","4.3828125","4.3828125"
"1841","5.465401785714286","4.4140625","7.734375","4.3515625","4.3515625","4.3515625"
"1851","5.474330357142857","4.46875","7.828125","4.578125","4.578125","4.578125"
"1861","5.450892857142857","4.5078125","7.796875","4.484375","4.484375","4.484375"
"1871","5.433035714285714","4.484375","7.734375","4.5234375","4.5234375","4.5234375"
"1881","5.390625","4.453125","7.7265625","4.421875","4.421875","4.421875"
"1891","5.330357142857143","4.375","7.6640625","4.296875","4.296875","4.296875"
"1901","5.328125","4.3671875","7.671875","4.3984375","4.3984375","4.3984375"
"1911","5.583705357142857","4.2890625","7.8125","4.3515625","4.3515625","4.3515625"
"1921","5.326822916666667","4.40625","7.6484375","4.390625","4.390625","4.390625"
"1931","5.608072916666667","4.390625","7.640625","4.40625","4.40625","4.40625"
"1941","5.604166666666667","4.296875","7.65625","4.34375","4.34375","4.34375"
"1951","5.510416666666667","4.3828125","7.7109375","4.3984375","4.3984375","4.3984375"
"1961","5.421875","4.390625","7.6484375","4.515625","4.515625","4.515625"
"1971","5.380208333333333","4.3828125","7.7265625","4.421875","4.421875","4.421875"
"1981","5.321614583333333","4.375","7.640625","4.25","4.25","4.25"
"1991","5.236979166666667","4.2890625","7.59375","4.328125","4.328125","4.328125"
"2001","5.231770833333333","4.3046875","7.5546875","4.2109375","4.2109375","4.2109375"
"2011","5.291666666666667","4.421875","7.6796875","4.203125","4.203125","4.203125"
"2021","5.200520833333333","4.2890625","7.6953125","4.375","4.375","4.375"
"2031","5.209635416666667","4.3046875","7.6015625","4.3125","4.3125","4.3125"
"2041","5.248697916666667","4.3203125","7.6640625","4.3515625","4.3515625","4.3515625"
"2051","5.24609375","4.3515625","7.609375","4.2578125","4.2578125","4.2578125"
"2061","5.822916666666667","4.4375","7.7578125","4.3828125","4.3828125","4.3828125"
"2071","5.716796875","4.25390625","7.6484375","4.3671875","4.3671875","4.3671875"
"2081","5.63671875","4.3046875","7.671875","4.328125","4.328125","4.328125"
"2091","5.8515625","4.3671875","7.6640625","4.28125","4.28125","4.28125"
"2101","5.796875","4.4453125","7.6875","4.3984375","4.3984375","4.3984375"
"2111","5.690625","4.2890625","7.5625","4.3125","4.3125","4.3125"
"2121","5.70859375","4.30078125","7.6171875","4.296875","4.296875","4.296875"
"2131","5.66875","4.2734375","7.65625","4.4296875","4.4296875","4.4296875"
"2141","5.5796875","4.109375","7.515625","4.2734375","4.2734375","4.2734375"
"2151","5.6203125","4.25","7.6796875","4.234375","4.234375","4.234375"
"2161","5.6046875","4.28125","7.6796875","4.2578125","4.2578125","4.2578125"
"2171","5.5515625","4.25","7.5234375","4.3515625","4.3515625","4.3515625"
"2181","5.46875","4.3359375","7.5625","4.265625","4.265625","4.265625"
"2191","6.40625","4.328125","8.953125","4.171875","4.171875","4.171875"
"2201","6.24453125","4.26171875","8","4.2890625","4.2890625","4.2890625"
"2211","6.0796875","4.296875","7.75","4.3515625","4.3515625","4.3515625"
"2221","6.1484375","4.46875","7.65625","4.390625","4.390625","4.390625"
"2231","6.0140625","4.4375","7.5703125","4.234375","4.234375","4.234375"
"2241","5.909375","4.1796875","7.578125","4.34375","4.34375","4.34375"
"2251","5.859375","4.3203125","7.5703125","4.2890625","4.2890625","4.2890625"
"2261","5.8453125","4.484375","7.7109375","4.203125","4.203125","4.203125"
"2271","5.796875","4.3515625","7.625","4.3984375","4.3984375","4.3984375"
"2281","6.034375","4.2734375","7.6953125","4.203125","4.203125","4.203125"
"2291","5.90859375","4.19921875","7.6640625","4.1796875","4.1796875","4.1796875"
"2301","5.871875","4.21875","7.53125","4.203125","4.203125","4.203125"
"2311","5.83359375","4.23046875","7.578125","4.328125","4.328125","4.328125"
"2321","5.684375","4.1015625","7.484375","4.21875","4.21875","4.21875"
"2331","5.6671875","4.2578125","7.59375","4.203125","4.203125","4.203125"
"2341","5.6203125","4.359375","7.609375","4.11328125","4.11328125","4.11328125"
"2351","5.6109375","4.203125","7.5","4.1953125","4.1953125","4.1953125"
"2361","5.6203125","4.28125","7.5859375","4.26171875","4.26171875","4.26171875"
"2371","5.5953125","4.3125","7.6640625","4.2265625","4.2265625","4.2265625"
"2381","5.590625","4.359375","7.75","4.40625","4.40625","4.40625"
"2391","5.5375","4.3046875","7.515625","4.1328125","4.1328125","4.1328125"
"2401","5.496875","4.2265625","7.484375","4.1875","4.1875","4.1875"
"2411","5.5578125","4.265625","7.5859375","4.203125","4.203125","4.203125"
"2421","5.4875","4.3046875","7.5","4.1171875","4.1171875","4.1171875"
"2431","5.4890625","4.3515625","7.6015625","4.046875","4.046875","4.046875"
"2441","5.78828125","4.16015625","7.5625","4.2421875","4.2421875","4.2421875"
"2451","5.575","4.1953125","7.5703125","4.2265625","4.2265625","4.2265625"
"2461","5.5203125","4.25","7.484375","4.328125","4.328125","4.328125"
"2471","5.4125","4.03125","7.609375","4.12890625","4.12890625","4.12890625"
"2481","5.465625","4.296875","7.5390625","4.1953125","4.1953125","4.1953125"
"2491","5.4578125","4.234375","7.59375","4.3046875","4.3046875","4.3046875"
"2501","5.425","4.3515625","7.546875","4.203125","4.203125","4.203125"
"2511","5.3609375","4.265625","7.515625","4.109375","4.109375","4.109375"
"2521","5.34375","4.2578125","7.5703125","4.0234375","4.0234375","4.0234375"
"2531","5.4","4.265625","7.5234375","4.11328125","4.11328125","4.11328125"
"2541","5.30625","4.2734375","7.5234375","4.171875","4.171875","4.171875"
"2551","5.2625","4.2734375","7.5703125","4.265625","4.265625","4.265625"
"2561","5.3375","4.28125","7.546875","4.234375","4.234375","4.234375"
"2571","5.225","4.1328125","7.5390625","3.96484375","3.96484375","3.96484375"
"2581","5.2546875","4.1640625","7.65625","4.1171875","4.1171875","4.1171875"
"2591","5.28203125","4.22265625","7.6953125","4.05859375","4.05859375","4.05859375"
"2601","5.1921875","4.1328125","7.4921875","4.265625","4.265625","4.265625"
"2611","5.17578125","4.12109375","7.4765625","3.9921875","3.9921875","3.9921875"
"2621","5.153125","4.078125","7.484375","4.1171875","4.1171875","4.1171875"
"2631","5.1703125","4.1171875","7.484375","4.09765625","4.09765625","4.09765625"
"2641","5.39921875","4.18359375","7.7734375","4.03515625","4.03515625","4.03515625"
"2651","5.296875","4.2265625","7.5859375","4.05078125","4.05078125","4.05078125"
"2661","5.2484375","4.1328125","7.5078125","4.17578125","4.17578125","4.17578125"
"2671","5.184375","4.171875","7.5078125","4.12890625","4.12890625","4.12890625"
"2681","5.1015625","4.01171875","7.4765625","4.1640625","4.1640625","4.1640625"
"2691","5.14140625","4.01171875","7.578125","4.1796875","4.1796875","4.1796875"
"2701","5.1359375","4.28125","7.4609375","4.140625","4.140625","4.140625"
"2711","5.0921875","4.1953125","7.4765625","4.1875","4.1875","4.1875"
"2721","5.09609375","4.24609375","7.390625","4.0546875","4.0546875","4.0546875"
"2731","5.0421875","4.109375","7.5390625","4.09375","4.09375","4.09375"
"2741","5.06875","4.234375","7.4609375","4.1875","4.1875","4.1875"
"2751","5.0640625","4.140625","7.5234375","4.15625","4.15625","4.15625"
"2761","5.0375","4.140625","7.5","4.078125","4.078125","4.078125"
"2771","5.02109375","4.11328125","7.5703125","4.07421875","4.07421875","4.07421875"
"2781","5.03828125","4.15234375","7.5390625","4.04296875","4.04296875","4.04296875"
"2791","5.059375","4.2265625","7.53125","4.109375","4.109375","4.109375"
"2801","NaN","NaN","NaN","4.0703125","4.0703125","4.0703125"
"2811","NaN","NaN","NaN","4.16015625","4.16015625","4.16015625"
"2821","NaN","NaN","NaN","4.05859375","4.05859375","4.05859375"
"2831","NaN","NaN","NaN","4.09375","4.09375","4.09375"
"2841","NaN","NaN","NaN","4.08984375","4.08984375","4.08984375"
"2851","NaN","NaN","NaN","4.1171875","4.1171875","4.1171875"
"2861","NaN","NaN","NaN","3.83984375","3.83984375","3.83984375"
"2871","NaN","NaN","NaN","4.109375","4.109375","4.109375"
"2881","NaN","NaN","NaN","4.17578125","4.17578125","4.17578125"
"2891","NaN","NaN","NaN","4.015625","4.015625","4.015625"
"2901","NaN","NaN","NaN","4.1484375","4.1484375","4.1484375"
"2911","NaN","NaN","NaN","3.921875","3.921875","3.921875"
"2921","NaN","NaN","NaN","4.05859375","4.05859375","4.05859375"
"2931","NaN","NaN","NaN","4.0703125","4.0703125","4.0703125"
"2941","NaN","NaN","NaN","4.04296875","4.04296875","4.04296875"
"2951","NaN","NaN","NaN","3.97265625","3.97265625","3.97265625"
"2961","NaN","NaN","NaN","4.20703125","4.20703125","4.20703125"
"2971","NaN","NaN","NaN","4.078125","4.078125","4.078125"
"2981","NaN","NaN","NaN","4.0546875","4.0546875","4.0546875"
"2991","NaN","NaN","NaN","3.98046875","3.98046875","3.98046875"
"3001","NaN","NaN","NaN","4.07421875","4.07421875","4.07421875"
"3011","NaN","NaN","NaN","4.01171875","4.01171875","4.01171875"
"3021","NaN","NaN","NaN","4.0703125","4.0703125","4.0703125"
"3031","NaN","NaN","NaN","3.953125","3.953125","3.953125"
"3041","NaN","NaN","NaN","3.95703125","3.95703125","3.95703125"
"3051","NaN","NaN","NaN","4.0625","4.0625","4.0625"
"3061","NaN","NaN","NaN","4.25390625","4.25390625","4.25390625"
"3071","NaN","NaN","NaN","4.0390625","4.0390625","4.0390625"
"3081","NaN","NaN","NaN","4.04296875","4.04296875","4.04296875"
"3091","NaN","NaN","NaN","3.98828125","3.98828125","3.98828125"
"3101","NaN","NaN","NaN","4.04296875","4.04296875","4.04296875"
"3111","NaN","NaN","NaN","4.015625","4.015625","4.015625"
"3121","NaN","NaN","NaN","4.01171875","4.01171875","4.01171875"
"3131","NaN","NaN","NaN","3.9609375","3.9609375","3.9609375"
"3141","NaN","NaN","NaN","4.0078125","4.0078125","4.0078125"
"3151","NaN","NaN","NaN","4.0078125","4.0078125","4.0078125"
"3161","NaN","NaN","NaN","4.1328125","4.1328125","4.1328125"
"3171","NaN","NaN","NaN","4.04296875","4.04296875","4.04296875"
"3181","NaN","NaN","NaN","3.9921875","3.9921875","3.9921875"
"3191","NaN","NaN","NaN","3.9453125","3.9453125","3.9453125"
"3201","NaN","NaN","NaN","3.984375","3.984375","3.984375"
"3211","NaN","NaN","NaN","3.8359375","3.8359375","3.8359375"
"3221","NaN","NaN","NaN","4.140625","4.140625","4.140625"
"3231","NaN","NaN","NaN","3.9140625","3.9140625","3.9140625"
"3241","NaN","NaN","NaN","4.08984375","4.08984375","4.08984375"
"3251","NaN","NaN","NaN","4.015625","4.015625","4.015625"
"3261","NaN","NaN","NaN","3.9609375","3.9609375","3.9609375"
"3271","NaN","NaN","NaN","4.1484375","4.1484375","4.1484375"
"3281","NaN","NaN","NaN","4.01171875","4.01171875","4.01171875"
"3291","NaN","NaN","NaN","4.0078125","4.0078125","4.0078125"
"3301","NaN","NaN","NaN","3.953125","3.953125","3.953125"
"3311","4.227864583333333","4.01171875","4.3359375","3.984375","3.984375","3.984375"
"3321","4.182291666666667","4","4.28125","4.09765625","4.09765625","4.09765625"
"3331","4.19140625","3.93359375","4.421875","3.89453125","3.89453125","3.89453125"
"3341","4.180989583333333","3.87109375","4.453125","3.93359375","3.93359375","3.93359375"
"3351","4.12890625","3.98046875","4.2890625","3.99609375","3.99609375","3.99609375"
"3361","4.200520833333333","3.96484375","4.4765625","3.953125","3.953125","3.953125"
"3371","4.256510416666667","4.01953125","4.3984375","4.0703125","4.0703125","4.0703125"
"3381","4.19921875","3.91796875","4.4921875","4.02734375","4.02734375","4.02734375"
"3391","4.1796875","4.0078125","4.359375","3.94140625","3.94140625","3.94140625"
"3401","4.18359375","3.96484375","4.359375","4.00390625","4.00390625","4.00390625"
"3411","4.122395833333333","3.9765625","4.2109375","3.921875","3.921875","3.921875"
"3421","4.169270833333333","3.9609375","4.3359375","4.15234375","4.15234375","4.15234375"
"3431","4.212239583333333","3.984375","4.390625","3.9609375","3.9609375","3.9609375"
"3441","4.091145833333333","3.84375","4.265625","4.03515625","4.03515625","4.03515625"
"3451","4.22265625","3.96484375","4.484375","3.91796875","3.91796875","3.91796875"
"3461","4.08984375","3.84375","4.2578125","3.95703125","3.95703125","3.95703125"
"3471","4.020833333333333","3.83984375","4.3125","3.8359375","3.8359375","3.8359375"
"3481","4.119791666666667","3.8828125","4.2734375","3.765625","3.765625","3.765625"
"3491","4.177083333333333","4.078125","4.2421875","4.0625","4.0625","4.0625"
