"Step","a100_fw1b_l22_decoupled_s1337_paper_sem8geo32v40:train - tok_s","a100_fw1b_l22_decoupled_s1337_paper_sem8geo32v40:train - tok_s__MIN","a100_fw1b_l22_decoupled_s1337_paper_sem8geo32v40:train - tok_s__MAX","a100_fw1b_l22_decoupled_s1337_paper_strict:train - tok_s","a100_fw1b_l22_decoupled_s1337_paper_strict:train - tok_s__MIN","a100_fw1b_l22_decoupled_s1337_paper_strict:train - tok_s__MAX","a100_fw1b_l22_baseline_s1337_paper_strict:train - tok_s","a100_fw1b_l22_baseline_s1337_paper_strict:train - tok_s__MIN","a100_fw1b_l22_baseline_s1337_paper_strict:train - tok_s__MAX"
"2481","18042.542002055143","18042.542002055143","18042.542002055143","13337.480375825418","13337.480375825418","13337.480375825418","13176.692630370828","13176.692630370828","13176.692630370828"
"2491","18245.26724817524","18245.26724817524","18245.26724817524","12851.430375238366","12851.430375238366","12851.430375238366","13226.107458274088","13226.107458274088","13226.107458274088"
"2501","18384.208522740737","18384.208522740737","18384.208522740737","11684.602049608164","11684.602049608164","11684.602049608164","13161.682009452406","13161.682009452406","13161.682009452406"
"2511","18344.0660185193","18344.0660185193","18344.0660185193","12057.905725474226","12057.905725474226","12057.905725474226","13162.132661994654","13162.132661994654","13162.132661994654"
"2521","18415.599619553144","18415.599619553144","18415.599619553144","12138.557416139032","12138.557416139032","12138.557416139032","13476.600742866625","13476.600742866625","13476.600742866625"
"2531","17317.382016129523","17317.382016129523","17317.382016129523","12248.833504798478","12248.833504798478","12248.833504798478","13335.814505742675","13335.814505742675","13335.814505742675"
"2541","17213.658789313165","17213.658789313165","17213.658789313165","12056.933303673444","12056.933303673444","12056.933303673444","13191.663695486304","13191.663695486304","13191.663695486304"
"2551","17644.18876195411","17644.18876195411","17644.18876195411","12520.710121913731","12520.710121913731","12520.710121913731","12795.863756937417","12795.863756937417","12795.863756937417"
"2561","17150.648598962714","17150.648598962714","17150.648598962714","12440.725695565025","12440.725695565025","12440.725695565025","12687.075204939712","12687.075204939712","12687.075204939712"
"2571","17318.29969780359","17318.29969780359","17318.29969780359","12413.89587523373","12413.89587523373","12413.89587523373","13082.061042297759","13082.061042297759","13082.061042297759"
"2581","17259.36975140091","17259.36975140091","17259.36975140091","12309.347471427527","12309.347471427527","12309.347471427527","12944.845948945429","12944.845948945429","12944.845948945429"
"2591","17398.529691455806","17398.529691455806","17398.529691455806","12750.240275139739","12750.240275139739","12750.240275139739","13431.081226255497","13431.081226255497","13431.081226255497"
"2601","17392.073988975728","17392.073988975728","17392.073988975728","12703.954165172705","12703.954165172705","12703.954165172705","13108.592726095572","13108.592726095572","13108.592726095572"
"2611","17596.743777021686","17596.743777021686","17596.743777021686","13024.375717531346","13024.375717531346","13024.375717531346","13115.196887757926","13115.196887757926","13115.196887757926"
"2621","18044.783092477996","18044.783092477996","18044.783092477996","12742.550359465702","12742.550359465702","12742.550359465702","13405.488330863753","13405.488330863753","13405.488330863753"
"2631","17931.742854049247","17931.742854049247","17931.742854049247","13042.667013522418","13042.667013522418","13042.667013522418","12867.645144387525","12867.645144387525","12867.645144387525"
"2641","18061.258158840687","18061.258158840687","18061.258158840687","12891.766067296801","12891.766067296801","12891.766067296801","13304.934137109847","13304.934137109847","13304.934137109847"
"2651","17850.136510718192","17850.136510718192","17850.136510718192","13085.393663691251","13085.393663691251","13085.393663691251","13290.39673346898","13290.39673346898","13290.39673346898"
"2661","17926.465617220158","17926.465617220158","17926.465617220158","13244.586102242301","13244.586102242301","13244.586102242301","13375.444038389356","13375.444038389356","13375.444038389356"
"2671","17734.200672157","17734.200672157","17734.200672157","13283.183747416728","13283.183747416728","13283.183747416728","13050.756961281897","13050.756961281897","13050.756961281897"
"2681","17933.481575507954","17933.481575507954","17933.481575507954","13268.439217083298","13268.439217083298","13268.439217083298","13221.897240609607","13221.897240609607","13221.897240609607"
"2691","18139.350257588834","18139.350257588834","18139.350257588834","13170.362721890378","13170.362721890378","13170.362721890378","13380.287701449084","13380.287701449084","13380.287701449084"
"2701","18140.85751348981","18140.85751348981","18140.85751348981","12881.55379731105","12881.55379731105","12881.55379731105","13169.188996885261","13169.188996885261","13169.188996885261"
"2711","18098.024936489637","18098.024936489637","18098.024936489637","13041.015212502127","13041.015212502127","13041.015212502127","13310.909735216013","13310.909735216013","13310.909735216013"
"2721","18022.003105054213","18022.003105054213","18022.003105054213","12995.6489875039","12995.6489875039","12995.6489875039","13357.440021344466","13357.440021344466","13357.440021344466"
"2731","18040.198128765576","18040.198128765576","18040.198128765576","11460.528288582349","11460.528288582349","11460.528288582349","13217.174563922337","13217.174563922337","13217.174563922337"
"2741","18307.841319133702","18307.841319133702","18307.841319133702","11537.53343799245","11537.53343799245","11537.53343799245","13390.570641350689","13390.570641350689","13390.570641350689"
"2751","18066.535656929795","18066.535656929795","18066.535656929795","11676.13673138239","11676.13673138239","11676.13673138239","12932.934078954677","12932.934078954677","12932.934078954677"
"2761","18099.6164662857","18099.6164662857","18099.6164662857","11747.748879068127","11747.748879068127","11747.748879068127","13705.63386451675","13705.63386451675","13705.63386451675"
"2771","18151.9580883562","18151.9580883562","18151.9580883562","12220.336248343126","12220.336248343126","12220.336248343126","13406.745956317227","13406.745956317227","13406.745956317227"
"2781","18274.245390474745","18274.245390474745","18274.245390474745","11838.791266660188","11838.791266660188","11838.791266660188","13459.010593957804","13459.010593957804","13459.010593957804"
"2791","18161.407938655626","18161.407938655626","18161.407938655626","11993.28327365111","11993.28327365111","11993.28327365111","12824.524222083646","12824.524222083646","12824.524222083646"
"2801","17951.795074924044","17951.795074924044","17951.795074924044","12396.262723320588","12396.262723320588","12396.262723320588","12798.549598909978","12798.549598909978","12798.549598909978"
"2811","17989.273643367673","17989.273643367673","17989.273643367673","12278.220098813026","12278.220098813026","12278.220098813026","12784.944893877242","12784.944893877242","12784.944893877242"
"2821","17737.30958971254","17737.30958971254","17737.30958971254","12011.543279918491","12011.543279918491","12011.543279918491","12847.118856458554","12847.118856458554","12847.118856458554"
"2831","18061.92290694302","18061.92290694302","18061.92290694302","12288.229372491312","12288.229372491312","12288.229372491312","12880.365307616625","12880.365307616625","12880.365307616625"
"2841","18022.51363963256","18022.51363963256","18022.51363963256","12872.225128364442","12872.225128364442","12872.225128364442","13105.385954224974","13105.385954224974","13105.385954224974"
"2851","18083.812647383005","18083.812647383005","18083.812647383005","12754.333669264468","12754.333669264468","12754.333669264468","13108.53964862633","13108.53964862633","13108.53964862633"
"2861","18191.885742035935","18191.885742035935","18191.885742035935","12626.3975873064","12626.3975873064","12626.3975873064","13119.985702123242","13119.985702123242","13119.985702123242"
"2871","18199.839971815458","18199.839971815458","18199.839971815458","12271.242686240925","12271.242686240925","12271.242686240925","12963.313438995954","12963.313438995954","12963.313438995954"
"2881","18112.560076540612","18112.560076540612","18112.560076540612","12739.900532856202","12739.900532856202","12739.900532856202","13204.34992893805","13204.34992893805","13204.34992893805"
"2891","17253.573112195183","17253.573112195183","17253.573112195183","12965.704691433495","12965.704691433495","12965.704691433495","13171.487308225469","13171.487308225469","13171.487308225469"
"2901","17143.6127199833","17143.6127199833","17143.6127199833","13018.050084739712","13018.050084739712","13018.050084739712","13229.539850438956","13229.539850438956","13229.539850438956"
"2911","17073.501204800727","17073.501204800727","17073.501204800727","12565.604622511915","12565.604622511915","12565.604622511915","12958.584150711029","12958.584150711029","12958.584150711029"
"2921","17249.05494123192","17249.05494123192","17249.05494123192","12933.9348962156","12933.9348962156","12933.9348962156","12912.71482910583","12912.71482910583","12912.71482910583"
"2931","17109.20918597109","17109.20918597109","17109.20918597109","12742.290028675354","12742.290028675354","12742.290028675354","13234.917060548363","13234.917060548363","13234.917060548363"
"2941","17206.39539657814","17206.39539657814","17206.39539657814","12929.450834847767","12929.450834847767","12929.450834847767","13090.82263744813","13090.82263744813","13090.82263744813"
"2951","17311.339475421893","17311.339475421893","17311.339475421893","12740.55455888164","12740.55455888164","12740.55455888164","13439.584556044261","13439.584556044261","13439.584556044261"
"2961","17204.496378887885","17204.496378887885","17204.496378887885","12833.76674079285","12833.76674079285","12833.76674079285","13269.617829450468","13269.617829450468","13269.617829450468"
"2971","17354.377996180418","17354.377996180418","17354.377996180418","12860.203321214143","12860.203321214143","12860.203321214143","13290.83676366011","13290.83676366011","13290.83676366011"
"2981","17494.777641754692","17494.777641754692","17494.777641754692","8856.9777650442","8856.9777650442","8856.9777650442","13454.412684536845","13454.412684536845","13454.412684536845"
"2991","17571.89826869469","17571.89826869469","17571.89826869469","11004.026540660703","11004.026540660703","11004.026540660703","13162.958025814933","13162.958025814933","13162.958025814933"
"3001","17558.683479342177","17558.683479342177","17558.683479342177","11563.050810449946","11563.050810449946","11563.050810449946","13122.448793908063","13122.448793908063","13122.448793908063"
"3011","17762.778274894714","17762.778274894714","17762.778274894714","11476.385968661205","11476.385968661205","11476.385968661205","13078.349016683667","13078.349016683667","13078.349016683667"
"3021","17825.26037910507","17825.26037910507","17825.26037910507","11944.49584856232","11944.49584856232","11944.49584856232","13641.427106731164","13641.427106731164","13641.427106731164"
"3031","17821.22839238518","17821.22839238518","17821.22839238518","11947.682399410674","11947.682399410674","11947.682399410674","13292.427236204861","13292.427236204861","13292.427236204861"
"3041","17808.960162451633","17808.960162451633","17808.960162451633","12136.23246842661","12136.23246842661","12136.23246842661","9638.369570711844","9638.369570711844","9638.369570711844"
"3051","17870.57260932513","17870.57260932513","17870.57260932513","12329.561191742316","12329.561191742316","12329.561191742316","12778.98895366007","12778.98895366007","12778.98895366007"
"3061","17751.86431243243","17751.86431243243","17751.86431243243","12163.198358955757","12163.198358955757","12163.198358955757","12695.660429430387","12695.660429430387","12695.660429430387"
"3071","17924.690194708008","17924.690194708008","17924.690194708008","12169.849335064851","12169.849335064851","12169.849335064851","12711.080548943335","12711.080548943335","12711.080548943335"
"3081","18056.482379121593","18056.482379121593","18056.482379121593","12287.807376066452","12287.807376066452","12287.807376066452","12693.308170979482","12693.308170979482","12693.308170979482"
"3091","18001.36885948178","18001.36885948178","18001.36885948178","12601.486410414816","12601.486410414816","12601.486410414816","13209.476362819361","13209.476362819361","13209.476362819361"
"3101","18114.443529588683","18114.443529588683","18114.443529588683","12380.88539570384","12380.88539570384","12380.88539570384","12917.729199786141","12917.729199786141","12917.729199786141"
"3111","18217.641244953098","18217.641244953098","18217.641244953098","12459.038630785511","12459.038630785511","12459.038630785511","12830.646178725863","12830.646178725863","12830.646178725863"
"3121","18239.191146227895","18239.191146227895","18239.191146227895","12759.003764034567","12759.003764034567","12759.003764034567","13010.701496780473","13010.701496780473","13010.701496780473"
"3131","18176.424532777324","18176.424532777324","18176.424532777324","12718.473342496985","12718.473342496985","12718.473342496985","12706.207328485281","12706.207328485281","12706.207328485281"
"3141","18181.470521768188","18181.470521768188","18181.470521768188","12719.340707680178","12719.340707680178","12719.340707680178","13237.961853428402","13237.961853428402","13237.961853428402"
"3151","18080.294549236918","18080.294549236918","18080.294549236918","12689.295877780556","12689.295877780556","12689.295877780556","13003.192674619186","13003.192674619186","13003.192674619186"
"3161","18044.62321294371","18044.62321294371","18044.62321294371","13179.728778326591","13179.728778326591","13179.728778326591","13219.48194778975","13219.48194778975","13219.48194778975"
"3171","18055.386698598115","18055.386698598115","18055.386698598115","12867.734294735046","12867.734294735046","12867.734294735046","13252.7741863543","13252.7741863543","13252.7741863543"
"3181","17890.51103148648","17890.51103148648","17890.51103148648","12772.336498724624","12772.336498724624","12772.336498724624","13097.290056860384","13097.290056860384","13097.290056860384"
"3191","18123.124357763423","18123.124357763423","18123.124357763423","13029.90778716234","13029.90778716234","13029.90778716234","13115.1668120987","13115.1668120987","13115.1668120987"
"3201","18038.588768450543","18038.588768450543","18038.588768450543","13224.057720843984","13224.057720843984","13224.057720843984","13149.901948168168","13149.901948168168","13149.901948168168"
"3211","18033.59784525797","18033.59784525797","18033.59784525797","13301.779186561162","13301.779186561162","13301.779186561162","13337.241458876393","13337.241458876393","13337.241458876393"
"3221","18112.066245017722","18112.066245017722","18112.066245017722","12871.398998557801","12871.398998557801","12871.398998557801","13190.488030296305","13190.488030296305","13190.488030296305"
"3231","18294.368281185343","18294.368281185343","18294.368281185343","12928.567233730371","12928.567233730371","12928.567233730371","13334.350562839016","13334.350562839016","13334.350562839016"
"3241","18157.068458700556","18157.068458700556","18157.068458700556","12847.169875536194","12847.169875536194","12847.169875536194","13472.741334169317","13472.741334169317","13472.741334169317"
"3251","18277.02541923985","18277.02541923985","18277.02541923985","12767.03031181567","12767.03031181567","12767.03031181567","13184.113937550468","13184.113937550468","13184.113937550468"
"3261","18252.726138474463","18252.726138474463","18252.726138474463","11307.558958829133","11307.558958829133","11307.558958829133","13441.046784450218","13441.046784450218","13441.046784450218"
"3271","18218.570032659423","18218.570032659423","18218.570032659423","11334.227232503585","11334.227232503585","11334.227232503585","13159.528118865917","13159.528118865917","13159.528118865917"
"3281","17191.621840057796","17191.621840057796","17191.621840057796","11536.896115481986","11536.896115481986","11536.896115481986","13536.574897956334","13536.574897956334","13536.574897956334"
"3291","17054.22368987125","17054.22368987125","17054.22368987125","11765.67446203243","11765.67446203243","11765.67446203243","13183.39550103071","13183.39550103071","13183.39550103071"
"3301","17155.424446511515","17155.424446511515","17155.424446511515","11842.413424684999","11842.413424684999","11842.413424684999","13045.392891374522","13045.392891374522","13045.392891374522"
"3311","17057.808007562107","17057.808007562107","17057.808007562107","11659.36782037034","11659.36782037034","11659.36782037034","13323.477188115632","13323.477188115632","13323.477188115632"
"3321","17208.471714217103","17208.471714217103","17208.471714217103","11888.107507252253","11888.107507252253","11888.107507252253","12394.727846110727","12394.727846110727","12394.727846110727"
"3331","17059.51186217975","17059.51186217975","17059.51186217975","11921.009314089928","11921.009314089928","11921.009314089928","12545.611873290254","12545.611873290254","12545.611873290254"
"3341","17099.094231732688","17099.094231732688","17099.094231732688","12359.830760982235","12359.830760982235","12359.830760982235","12815.312146193366","12815.312146193366","12815.312146193366"
"3351","17461.406223295693","17461.406223295693","17461.406223295693","12337.790225310087","12337.790225310087","12337.790225310087","12653.854406595905","12653.854406595905","12653.854406595905"
"3361","17780.34109887111","17780.34109887111","17780.34109887111","12251.075769442084","12251.075769442084","12251.075769442084","12804.981521582218","12804.981521582218","12804.981521582218"
"3371","17585.674526366423","17585.674526366423","17585.674526366423","12394.383747883721","12394.383747883721","12394.383747883721","12859.63381268286","12859.63381268286","12859.63381268286"
"3381","17534.95549175193","17534.95549175193","17534.95549175193","12579.208432403504","12579.208432403504","12579.208432403504","12812.353021310322","12812.353021310322","12812.353021310322"
"3391","17662.37193019837","17662.37193019837","17662.37193019837","12483.549481627084","12483.549481627084","12483.549481627084","12512.316891085722","12512.316891085722","12512.316891085722"
"3401","17661.482744079567","17661.482744079567","17661.482744079567","12450.30607536225","12450.30607536225","12450.30607536225","13109.140326256464","13109.140326256464","13109.140326256464"
"3411","17682.553725452937","17682.553725452937","17682.553725452937","12511.0962403269","12511.0962403269","12511.0962403269","12762.22888868844","12762.22888868844","12762.22888868844"
"3421","17763.67352883891","17763.67352883891","17763.67352883891","12880.607186643256","12880.607186643256","12880.607186643256","12896.020184245586","12896.020184245586","12896.020184245586"
"3431","17742.10935233857","17742.10935233857","17742.10935233857","12706.517545108512","12706.517545108512","12706.517545108512","12888.33139872626","12888.33139872626","12888.33139872626"
"3441","17887.53875210199","17887.53875210199","17887.53875210199","12914.42768747668","12914.42768747668","12914.42768747668","12975.965924329086","12975.965924329086","12975.965924329086"
"3451","17672.60874970808","17672.60874970808","17672.60874970808","12963.851241993305","12963.851241993305","12963.851241993305","13265.353742528803","13265.353742528803","13265.353742528803"
"3461","17743.474108515693","17743.474108515693","17743.474108515693","13263.120512467201","13263.120512467201","13263.120512467201","13319.892996065015","13319.892996065015","13319.892996065015"
"3471","17969.175868108803","17969.175868108803","17969.175868108803","13211.72940524274","13211.72940524274","13211.72940524274","13365.988459496666","13365.988459496666","13365.988459496666"
"3481","18234.598460846177","18234.598460846177","18234.598460846177","12923.10276908869","12923.10276908869","12923.10276908869","13076.406499684288","13076.406499684288","13076.406499684288"
"3491","18039.044603254308","18039.044603254308","18039.044603254308","12937.64367065027","12937.64367065027","12937.64367065027","13069.423526822835","13069.423526822835","13069.423526822835"
"3501","18312.001029574916","18312.001029574916","18312.001029574916","13037.995649938617","13037.995649938617","13037.995649938617","13089.471005171486","13089.471005171486","13089.471005171486"
"3511","18000.182537863384","18000.182537863384","18000.182537863384","12944.573362599573","12944.573362599573","12944.573362599573","13122.243926717225","13122.243926717225","13122.243926717225"
"3521","18122.004221805466","18122.004221805466","18122.004221805466","12755.414093552768","12755.414093552768","12755.414093552768","13383.124514916124","13383.124514916124","13383.124514916124"
"3531","17974.459221978326","17974.459221978326","17974.459221978326","12529.283789054194","12529.283789054194","12529.283789054194","13242.752472548249","13242.752472548249","13242.752472548249"
"3541","17974.524381373212","17974.524381373212","17974.524381373212","12825.184703135887","12825.184703135887","12825.184703135887","12915.627762834416","12915.627762834416","12915.627762834416"
"3551","18037.496442000986","18037.496442000986","18037.496442000986","10817.300371950956","10817.300371950956","10817.300371950956","13029.442519878674","13029.442519878674","13029.442519878674"
"3561","18157.887175150558","18157.887175150558","18157.887175150558","11086.488315114877","11086.488315114877","11086.488315114877","13317.779205144507","13317.779205144507","13317.779205144507"
"3571","18107.85546819996","18107.85546819996","18107.85546819996","11683.374043215868","11683.374043215868","11683.374043215868","13439.37560130753","13439.37560130753","13439.37560130753"
"3581","18192.48040969794","18192.48040969794","18192.48040969794","11508.11301443539","11508.11301443539","11508.11301443539","13219.699756693068","13219.699756693068","13219.699756693068"
"3591","18154.823111515787","18154.823111515787","18154.823111515787","11635.558353544104","11635.558353544104","11635.558353544104","13300.707562197143","13300.707562197143","13300.707562197143"
"3601","18043.39117316423","18043.39117316423","18043.39117316423","12032.613830818853","12032.613830818853","12032.613830818853","13326.114434428011","13326.114434428011","13326.114434428011"
"3611","18057.945013317756","18057.945013317756","18057.945013317756","12019.459000727313","12019.459000727313","12019.459000727313","12317.244964198555","12317.244964198555","12317.244964198555"
"3621","18068.219597027422","18068.219597027422","18068.219597027422","12195.727778317756","12195.727778317756","12195.727778317756","12285.17128845328","12285.17128845328","12285.17128845328"
"3631","17954.28750435812","17954.28750435812","17954.28750435812","11747.439200470584","11747.439200470584","11747.439200470584","12413.67921302611","12413.67921302611","12413.67921302611"
"3641","18255.399335175523","18255.399335175523","18255.399335175523","11648.988613558513","11648.988613558513","11648.988613558513","12745.310652936432","12745.310652936432","12745.310652936432"
"3651","18054.82719746301","18054.82719746301","18054.82719746301","12019.688071196293","12019.688071196293","12019.688071196293","12865.435510370415","12865.435510370415","12865.435510370415"
"3661","17838.36598395376","17838.36598395376","17838.36598395376","12177.514803935079","12177.514803935079","12177.514803935079","12809.216356519442","12809.216356519442","12809.216356519442"
"3671","18069.72630216767","18069.72630216767","18069.72630216767","12146.288246671262","12146.288246671262","12146.288246671262","12494.664002787775","12494.664002787775","12494.664002787775"
"3681","17906.10542760724","17906.10542760724","17906.10542760724","12320.27802025221","12320.27802025221","12320.27802025221","12792.31089811586","12792.31089811586","12792.31089811586"
"3691","17830.554598105173","17830.554598105173","17830.554598105173","12594.517333841613","12594.517333841613","12594.517333841613","12626.854851986984","12626.854851986984","12626.854851986984"
"3701","17815.353201800517","17815.353201800517","17815.353201800517","12519.263264246523","12519.263264246523","12519.263264246523","12602.21289424643","12602.21289424643","12602.21289424643"
"3711","18033.20225171138","18033.20225171138","18033.20225171138","11974.716704332737","11974.716704332737","11974.716704332737","13212.950262262948","13212.950262262948","13212.950262262948"
"3721","16817.350050586498","16817.350050586498","16817.350050586498","12248.777473196868","12248.777473196868","12248.777473196868","12725.862920314867","12725.862920314867","12725.862920314867"
"3731","16987.33204200848","16987.33204200848","16987.33204200848","12812.215947295586","12812.215947295586","12812.215947295586","12920.176120067577","12920.176120067577","12920.176120067577"
"3741","17025.097118544592","17025.097118544592","17025.097118544592","12483.77966310819","12483.77966310819","12483.77966310819","13068.378023006193","13068.378023006193","13068.378023006193"
"3751","16798.618211400633","16798.618211400633","16798.618211400633","12686.221822072339","12686.221822072339","12686.221822072339","12912.128491664978","12912.128491664978","12912.128491664978"
"3761","16913.322651622915","16913.322651622915","16913.322651622915","12401.903628942058","12401.903628942058","12401.903628942058","13106.792551728764","13106.792551728764","13106.792551728764"
"3771","17036.39313972079","17036.39313972079","17036.39313972079","12688.4898944481","12688.4898944481","12688.4898944481","12803.715702362697","12803.715702362697","12803.715702362697"
"3781","16909.147555829233","16909.147555829233","16909.147555829233","12772.89099336871","12772.89099336871","12772.89099336871","13039.082319518222","13039.082319518222","13039.082319518222"
"3791","16972.650066192153","16972.650066192153","16972.650066192153","12954.914554011995","12954.914554011995","12954.914554011995","12978.508933746101","12978.508933746101","12978.508933746101"
"3801","17043.252502483843","17043.252502483843","17043.252502483843","12715.36219598378","12715.36219598378","12715.36219598378","13068.10323805885","13068.10323805885","13068.10323805885"
"3811","17044.436092206186","17044.436092206186","17044.436092206186","12977.658861928216","12977.658861928216","12977.658861928216","13109.947724335221","13109.947724335221","13109.947724335221"
"3821","17151.801935113843","17151.801935113843","17151.801935113843","12653.969617849656","12653.969617849656","12653.969617849656","13240.920626128094","13240.920626128094","13240.920626128094"
"3831","17200.701753457484","17200.701753457484","17200.701753457484","12527.124651157235","12527.124651157235","12527.124651157235","13554.632688699327","13554.632688699327","13554.632688699327"
"3841","17553.396163399404","17553.396163399404","17553.396163399404","12751.07952012414","12751.07952012414","12751.07952012414","13171.162670528609","13171.162670528609","13171.162670528609"
"3851","17571.59782496284","17571.59782496284","17571.59782496284","12608.901891235007","12608.901891235007","12608.901891235007","13306.196395515075","13306.196395515075","13306.196395515075"
"3861","17537.54417772112","17537.54417772112","17537.54417772112","12586.98455168472","12586.98455168472","12586.98455168472","13047.08994456846","13047.08994456846","13047.08994456846"
"3871","17869.22409764364","17869.22409764364","17869.22409764364","10940.620867434222","10940.620867434222","10940.620867434222","13001.771709469485","13001.771709469485","13001.771709469485"
"3881","17579.241042896832","17579.241042896832","17579.241042896832","11261.876818512525","11261.876818512525","11261.876818512525","13255.80109255701","13255.80109255701","13255.80109255701"
"3891","17729.001314891055","17729.001314891055","17729.001314891055","11222.808115943804","11222.808115943804","11222.808115943804","12978.417839721404","12978.417839721404","12978.417839721404"
"3901","17464.61360869917","17464.61360869917","17464.61360869917","11236.90728712489","11236.90728712489","11236.90728712489","13172.091835727615","13172.091835727615","13172.091835727615"
"3911","17626.334246805705","17626.334246805705","17626.334246805705","11521.360812840017","11521.360812840017","11521.360812840017","13431.478404002248","13431.478404002248","13431.478404002248"
"3921","17603.423365755763","17603.423365755763","17603.423365755763","11507.546774641898","11507.546774641898","11507.546774641898","12336.765615257582","12336.765615257582","12336.765615257582"
"3931","17697.81107616255","17697.81107616255","17697.81107616255","11705.072138574771","11705.072138574771","11705.072138574771","12256.098004318977","12256.098004318977","12256.098004318977"
"3941","17699.04281185768","17699.04281185768","17699.04281185768","11760.277003266461","11760.277003266461","11760.277003266461","12411.930372301764","12411.930372301764","12411.930372301764"
"3951","17799.85171683967","17799.85171683967","17799.85171683967","11606.200736128296","11606.200736128296","11606.200736128296","12659.651156650483","12659.651156650483","12659.651156650483"
"3961","17812.49648721884","17812.49648721884","17812.49648721884","11772.820957112861","11772.820957112861","11772.820957112861","12558.233673656867","12558.233673656867","12558.233673656867"
"3971","17990.800180109814","17990.800180109814","17990.800180109814","11595.82699208038","11595.82699208038","11595.82699208038","12614.704990249515","12614.704990249515","12614.704990249515"
"3981","18124.39072619763","18124.39072619763","18124.39072619763","12018.610758863222","12018.610758863222","12018.610758863222","12635.339447688895","12635.339447688895","12635.339447688895"
"3991","17981.94348259293","17981.94348259293","17981.94348259293","11893.100087203382","11893.100087203382","11893.100087203382","12591.874326979238","12591.874326979238","12591.874326979238"
"4001","18060.543842822663","18060.543842822663","18060.543842822663","12165.1520901878","12165.1520901878","12165.1520901878","12690.718020301936","12690.718020301936","12690.718020301936"
"4011","17742.04543766432","17742.04543766432","17742.04543766432","12253.916227121394","12253.916227121394","12253.916227121394","12684.107615012812","12684.107615012812","12684.107615012812"
"4021","17891.35774265296","17891.35774265296","17891.35774265296","12279.812296325897","12279.812296325897","12279.812296325897","12968.786806323336","12968.786806323336","12968.786806323336"
"4031","17940.37631244009","17940.37631244009","17940.37631244009","11485.087570866262","11485.087570866262","11485.087570866262","12770.44573301338","12770.44573301338","12770.44573301338"
"4041","17982.931590231343","17982.931590231343","17982.931590231343","12577.499796916136","12577.499796916136","12577.499796916136","12994.337629837466","12994.337629837466","12994.337629837466"
"4051","18021.91256628407","18021.91256628407","18021.91256628407","12237.686529907607","12237.686529907607","12237.686529907607","13056.997456179115","13056.997456179115","13056.997456179115"
"4061","17914.263287843696","17914.263287843696","17914.263287843696","12745.39682345528","12745.39682345528","12745.39682345528","12820.398139328658","12820.398139328658","12820.398139328658"
"4071","18058.25230893696","18058.25230893696","18058.25230893696","12489.608179701512","12489.608179701512","12489.608179701512","13048.910922364708","13048.910922364708","13048.910922364708"
"4081","18167.016310305284","18167.016310305284","18167.016310305284","12450.957476371617","12450.957476371617","12450.957476371617","13157.038592252444","13157.038592252444","13157.038592252444"
"4091","18160.843647346366","18160.843647346366","18160.843647346366","12731.23316843116","12731.23316843116","12731.23316843116","13074.35371011297","13074.35371011297","13074.35371011297"
"4101","18321.551395509443","18321.551395509443","18321.551395509443","12908.174431499618","12908.174431499618","12908.174431499618","13070.33747968911","13070.33747968911","13070.33747968911"
"4111","17954.11661783291","17954.11661783291","17954.11661783291","12850.774791926702","12850.774791926702","12850.774791926702","12968.152080056916","12968.152080056916","12968.152080056916"
"4121","18062.363082858756","18062.363082858756","18062.363082858756","12722.413557795451","12722.413557795451","12722.413557795451","13237.72523343893","13237.72523343893","13237.72523343893"
"4131","18136.579154098647","18136.579154098647","18136.579154098647","12880.368042473745","12880.368042473745","12880.368042473745","13069.272527748664","13069.272527748664","13069.272527748664"
"4141","17628.449598599076","17628.449598599076","17628.449598599076","12756.091079592201","12756.091079592201","12756.091079592201","13219.218035718402","13219.218035718402","13219.218035718402"
"4151","17878.415580363016","17878.415580363016","17878.415580363016","12815.17215224707","12815.17215224707","12815.17215224707","13048.390834465734","13048.390834465734","13048.390834465734"
"4161","17777.663788477304","17777.663788477304","17777.663788477304","12660.082699097748","12660.082699097748","12660.082699097748","13173.67086316633","13173.67086316633","13173.67086316633"
"4171","17873.994447480807","17873.994447480807","17873.994447480807","12333.333653779753","12333.333653779753","12333.333653779753","13386.743820037253","13386.743820037253","13386.743820037253"
"4181","17739.355999231062","17739.355999231062","17739.355999231062","12890.150810279705","12890.150810279705","12890.150810279705","13102.18047769598","13102.18047769598","13102.18047769598"
"4191","17868.80758681232","17868.80758681232","17868.80758681232","12749.592609395011","12749.592609395011","12749.592609395011","13271.941278901728","13271.941278901728","13271.941278901728"
"4201","17846.835689687243","17846.835689687243","17846.835689687243","12892.148843103467","12892.148843103467","12892.148843103467","13144.561369658972","13144.561369658972","13144.561369658972"
"4211","16726.421388514394","16726.421388514394","16726.421388514394","11142.970147916094","11142.970147916094","11142.970147916094","13234.792959340948","13234.792959340948","13234.792959340948"
"4221","16920.954845863023","16920.954845863023","16920.954845863023","11070.275575181982","11070.275575181982","11070.275575181982","13245.89003354295","13245.89003354295","13245.89003354295"
"4231","16787.21478746981","16787.21478746981","16787.21478746981","11306.173562052389","11306.173562052389","11306.173562052389","13073.664071610438","13073.664071610438","13073.664071610438"
"4241","16815.51262696677","16815.51262696677","16815.51262696677","11280.653924292226","11280.653924292226","11280.653924292226","13154.997987861443","13154.997987861443","13154.997987861443"
