"Step","a100_fw1b_l22_decoupled_s1337_paper_sem8geo32v40:train - tok_s","a100_fw1b_l22_decoupled_s1337_paper_sem8geo32v40:train - tok_s__MIN","a100_fw1b_l22_decoupled_s1337_paper_sem8geo32v40:train - tok_s__MAX","a100_fw1b_l22_decoupled_s1337_paper_strict:train - tok_s","a100_fw1b_l22_decoupled_s1337_paper_strict:train - tok_s__MIN","a100_fw1b_l22_decoupled_s1337_paper_strict:train - tok_s__MAX","a100_fw1b_l22_baseline_s1337_paper_strict:train - tok_s","a100_fw1b_l22_baseline_s1337_paper_strict:train - tok_s__MIN","a100_fw1b_l22_baseline_s1337_paper_strict:train - tok_s__MAX"
"7601","17468.943382547746","17468.943382547746","17468.943382547746","11550.562529699608","11550.562529699608","11550.562529699608","12415.12099027502","12415.12099027502","12415.12099027502"
"7611","17598.20371497993","17598.20371497993","17598.20371497993","11695.694504180403","11695.694504180403","11695.694504180403","12644.88082288196","12644.88082288196","12644.88082288196"
"7621","17593.425254917256","17593.425254917256","17593.425254917256","11557.141772382967","11557.141772382967","11557.141772382967","12456.45667189299","12456.45667189299","12456.45667189299"
"7631","16229.575819683025","16229.575819683025","16229.575819683025","11294.510672532653","11294.510672532653","11294.510672532653","12867.395526221533","12867.395526221533","12867.395526221533"
"7641","16083.398006263751","16083.398006263751","16083.398006263751","11271.385516783113","11271.385516783113","11271.385516783113","12704.436845211623","12704.436845211623","12704.436845211623"
"7651","16477.40537149305","16477.40537149305","16477.40537149305","11638.733050780364","11638.733050780364","11638.733050780364","12881.37085140241","12881.37085140241","12881.37085140241"
"7661","16325.55557125361","16325.55557125361","16325.55557125361","11682.401834723321","11682.401834723321","11682.401834723321","12921.123165314295","12921.123165314295","12921.123165314295"
"7671","16243.97047719505","16243.97047719505","16243.97047719505","11535.256524583749","11535.256524583749","11535.256524583749","12820.088802294384","12820.088802294384","12820.088802294384"
"7681","16439.07732226447","16439.07732226447","16439.07732226447","11523.530400272055","11523.530400272055","11523.530400272055","12692.855128745467","12692.855128745467","12692.855128745467"
"7691","16423.128196294652","16423.128196294652","16423.128196294652","11668.344409701655","11668.344409701655","11668.344409701655","12995.078996469922","12995.078996469922","12995.078996469922"
"7701","16407.72800929057","16407.72800929057","16407.72800929057","11693.984564297718","11693.984564297718","11693.984564297718","12970.249454302359","12970.249454302359","12970.249454302359"
"7711","16374.944643848925","16374.944643848925","16374.944643848925","11754.272066060854","11754.272066060854","11754.272066060854","12843.228433730977","12843.228433730977","12843.228433730977"
"7721","16388.756995998698","16388.756995998698","16388.756995998698","11644.374397467584","11644.374397467584","11644.374397467584","12877.16756438236","12877.16756438236","12877.16756438236"
"7731","16407.0394941952","16407.0394941952","16407.0394941952","12159.808583478844","12159.808583478844","12159.808583478844","12993.761918654312","12993.761918654312","12993.761918654312"
"7741","16385.331986941223","16385.331986941223","16385.331986941223","12139.958676641516","12139.958676641516","12139.958676641516","12695.823735206623","12695.823735206623","12695.823735206623"
"7751","16477.110045806985","16477.110045806985","16477.110045806985","11880.405322575998","11880.405322575998","11880.405322575998","12933.705691813564","12933.705691813564","12933.705691813564"
"7761","16346.09479591821","16346.09479591821","16346.09479591821","11904.077178572561","11904.077178572561","11904.077178572561","12996.70018839342","12996.70018839342","12996.70018839342"
"7771","16379.006008761764","16379.006008761764","16379.006008761764","12142.068934359953","12142.068934359953","12142.068934359953","12924.470507863314","12924.470507863314","12924.470507863314"
"7781","16494.568570421783","16494.568570421783","16494.568570421783","12327.385818271536","12327.385818271536","12327.385818271536","13147.848443884439","13147.848443884439","13147.848443884439"
"7791","16333.95175183661","16333.95175183661","16333.95175183661","11926.900957375747","11926.900957375747","11926.900957375747","12730.3796754743","12730.3796754743","12730.3796754743"
"7801","16441.535261368692","16441.535261368692","16441.535261368692","12273.594993408524","12273.594993408524","12273.594993408524","12957.72676095136","12957.72676095136","12957.72676095136"
"7811","16373.46286637202","16373.46286637202","16373.46286637202","12157.479824053218","12157.479824053218","12157.479824053218","13144.42210400686","13144.42210400686","13144.42210400686"
"7821","16344.130277855638","16344.130277855638","16344.130277855638","12316.02399976765","12316.02399976765","12316.02399976765","12995.37786689948","12995.37786689948","12995.37786689948"
"7831","16470.91493797916","16470.91493797916","16470.91493797916","12187.523869348377","12187.523869348377","12187.523869348377","13134.231335852894","13134.231335852894","13134.231335852894"
"7841","16414.47693597611","16414.47693597611","16414.47693597611","12162.618375926068","12162.618375926068","12162.618375926068","12835.453753660444","12835.453753660444","12835.453753660444"
"7851","16507.284456992034","16507.284456992034","16507.284456992034","12304.105867771628","12304.105867771628","12304.105867771628","12796.3161590688","12796.3161590688","12796.3161590688"
"7861","16559.393964006973","16559.393964006973","16559.393964006973","12540.172657971847","12540.172657971847","12540.172657971847","12909.213574179825","12909.213574179825","12909.213574179825"
"7871","16552.17134135801","16552.17134135801","16552.17134135801","12477.189931141307","12477.189931141307","12477.189931141307","13019.146747301085","13019.146747301085","13019.146747301085"
"7881","16592.29189276766","16592.29189276766","16592.29189276766","12146.680332883463","12146.680332883463","12146.680332883463","12911.595274678542","12911.595274678542","12911.595274678542"
"7891","16617.05275532956","16617.05275532956","16617.05275532956","12518.584973848603","12518.584973848603","12518.584973848603","13068.988015826098","13068.988015826098","13068.988015826098"
"7901","16733.63236389986","16733.63236389986","16733.63236389986","12355.760189507937","12355.760189507937","12355.760189507937","13159.715093816803","13159.715093816803","13159.715093816803"
"7911","16674.225383522844","16674.225383522844","16674.225383522844","12452.504831393368","12452.504831393368","12452.504831393368","12853.10175156042","12853.10175156042","12853.10175156042"
"7921","16802.182152895195","16802.182152895195","16802.182152895195","12336.108443422681","12336.108443422681","12336.108443422681","13163.605740235771","13163.605740235771","13163.605740235771"
"7931","16762.066300428665","16762.066300428665","16762.066300428665","12376.722805248832","12376.722805248832","12376.722805248832","13221.04255022941","13221.04255022941","13221.04255022941"
"7941","16862.610076818593","16862.610076818593","16862.610076818593","12498.872484186773","12498.872484186773","12498.872484186773","11751.560071849475","11751.560071849475","11751.560071849475"
"7951","17092.30480572913","17092.30480572913","17092.30480572913","12511.534246944464","12511.534246944464","12511.534246944464","11751.740060062593","11751.740060062593","11751.740060062593"
"7961","17001.33934811783","17001.33934811783","17001.33934811783","12172.065383514462","12172.065383514462","12172.065383514462","11669.796658780178","11669.796658780178","11669.796658780178"
"7971","16999.810051372704","16999.810051372704","16999.810051372704","12427.063680226382","12427.063680226382","12427.063680226382","11893.152204426533","11893.152204426533","11893.152204426533"
"7981","17016.495044782692","17016.495044782692","17016.495044782692","12248.316549575544","12248.316549575544","12248.316549575544","11648.927059424064","11648.927059424064","11648.927059424064"
"7991","17017.96620318344","17017.96620318344","17017.96620318344","12015.785376038162","12015.785376038162","12015.785376038162","11915.63169873633","11915.63169873633","11915.63169873633"
"8001","16787.119058012417","16787.119058012417","16787.119058012417","12340.221924041381","12340.221924041381","12340.221924041381","11917.868638673875","11917.868638673875","11917.868638673875"
"8011","16806.126757762362","16806.126757762362","16806.126757762362","12251.336482516565","12251.336482516565","12251.336482516565","11709.580721966586","11709.580721966586","11709.580721966586"
"8021","16890.037655299384","16890.037655299384","16890.037655299384","12336.172975797423","12336.172975797423","12336.172975797423","11805.225135493085","11805.225135493085","11805.225135493085"
"8031","16871.556676724325","16871.556676724325","16871.556676724325","12384.865925709208","12384.865925709208","12384.865925709208","11987.834779891438","11987.834779891438","11987.834779891438"
"8041","17000.993759441095","17000.993759441095","17000.993759441095","10350.981321794074","10350.981321794074","10350.981321794074","12242.839785189706","12242.839785189706","12242.839785189706"
"8051","16979.331702787804","16979.331702787804","16979.331702787804","10374.17902522452","10374.17902522452","10374.17902522452","12126.308340812937","12126.308340812937","12126.308340812937"
"8061","16962.676980734283","16962.676980734283","16962.676980734283","10614.435672212692","10614.435672212692","10614.435672212692","12410.234499578572","12410.234499578572","12410.234499578572"
"8071","17036.326619401443","17036.326619401443","17036.326619401443","10444.13419000814","10444.13419000814","10444.13419000814","12160.414743021425","12160.414743021425","12160.414743021425"
"8081","17051.87438451231","17051.87438451231","17051.87438451231","10597.91536511401","10597.91536511401","10597.91536511401","12098.92935470934","12098.92935470934","12098.92935470934"
"8091","17077.804850737633","17077.804850737633","17077.804850737633","10579.052522736078","10579.052522736078","10579.052522736078","12131.167713592195","12131.167713592195","12131.167713592195"
"8101","17129.86119731848","17129.86119731848","17129.86119731848","10623.94097221098","10623.94097221098","10623.94097221098","12254.746260273709","12254.746260273709","12254.746260273709"
"8111","17011.050587676073","17011.050587676073","17011.050587676073","10995.796244054987","10995.796244054987","10995.796244054987","12212.175218070475","12212.175218070475","12212.175218070475"
"8121","16919.204809953648","16919.204809953648","16919.204809953648","10955.67853287748","10955.67853287748","10955.67853287748","12448.072951072292","12448.072951072292","12448.072951072292"
"8131","17305.779171782855","17305.779171782855","17305.779171782855","10605.75034809758","10605.75034809758","10605.75034809758","12508.067354638835","12508.067354638835","12508.067354638835"
"8141","17115.152746672873","17115.152746672873","17115.152746672873","10962.06312246866","10962.06312246866","10962.06312246866","12400.650474356307","12400.650474356307","12400.650474356307"
"8151","16958.10669786","16958.10669786","16958.10669786","10729.214136980185","10729.214136980185","10729.214136980185","12390.299517079096","12390.299517079096","12390.299517079096"
"8161","17188.48266166006","17188.48266166006","17188.48266166006","11067.480584531437","11067.480584531437","11067.480584531437","12286.069896642797","12286.069896642797","12286.069896642797"
"8171","17342.413460680928","17342.413460680928","17342.413460680928","10893.6043481944","10893.6043481944","10893.6043481944","12555.039151193781","12555.039151193781","12555.039151193781"
"8181","17465.993577113597","17465.993577113597","17465.993577113597","11128.503818213678","11128.503818213678","11128.503818213678","12804.016664027286","12804.016664027286","12804.016664027286"
"8191","17376.579050206314","17376.579050206314","17376.579050206314","10921.383709196904","10921.383709196904","10921.383709196904","12341.374636306511","12341.374636306511","12341.374636306511"
"8201","17635.948840209334","17635.948840209334","17635.948840209334","10990.715979756766","10990.715979756766","10990.715979756766","12487.859457562026","12487.859457562026","12487.859457562026"
"8211","17612.10480658911","17612.10480658911","17612.10480658911","11228.654737490966","11228.654737490966","11228.654737490966","12672.447695980465","12672.447695980465","12672.447695980465"
"8221","17490.865379227977","17490.865379227977","17490.865379227977","11252.945984548627","11252.945984548627","11252.945984548627","12422.219239733595","12422.219239733595","12422.219239733595"
"8231","17581.96944328402","17581.96944328402","17581.96944328402","11157.729756483424","11157.729756483424","11157.729756483424","12730.655015374847","12730.655015374847","12730.655015374847"
"8241","17260.202312054214","17260.202312054214","17260.202312054214","11136.86411249534","11136.86411249534","11136.86411249534","12636.559792638604","12636.559792638604","12636.559792638604"
"8251","17227.763409365274","17227.763409365274","17227.763409365274","11394.727844995741","11394.727844995741","11394.727844995741","12695.658212224227","12695.658212224227","12695.658212224227"
"8261","17389.58403520532","17389.58403520532","17389.58403520532","11465.3840380661","11465.3840380661","11465.3840380661","12614.765251909508","12614.765251909508","12614.765251909508"
"8271","17321.56209931056","17321.56209931056","17321.56209931056","11430.313327276015","11430.313327276015","11430.313327276015","12605.598605641784","12605.598605641784","12605.598605641784"
"8281","17186.170365811016","17186.170365811016","17186.170365811016","11330.230009207557","11330.230009207557","11330.230009207557","12756.937440955102","12756.937440955102","12756.937440955102"
"8291","17408.971486779297","17408.971486779297","17408.971486779297","11183.18681001462","11183.18681001462","11183.18681001462","12773.184664864288","12773.184664864288","12773.184664864288"
"8301","17448.51715269388","17448.51715269388","17448.51715269388","11153.57441233768","11153.57441233768","11153.57441233768","12882.185904288728","12882.185904288728","12882.185904288728"
"8311","17548.633494835845","17548.633494835845","17548.633494835845","11676.782137127246","11676.782137127246","11676.782137127246","13042.518275891978","13042.518275891978","13042.518275891978"
"8321","17611.518666355543","17611.518666355543","17611.518666355543","11353.199467191569","11353.199467191569","11353.199467191569","12460.90945910681","12460.90945910681","12460.90945910681"
"8331","17591.24364631138","17591.24364631138","17591.24364631138","11493.384793632918","11493.384793632918","11493.384793632918","12894.158911926503","12894.158911926503","12894.158911926503"
"8341","17475.676860183827","17475.676860183827","17475.676860183827","11628.736813223963","11628.736813223963","11628.736813223963","12679.816828011617","12679.816828011617","12679.816828011617"
"8351","17407.570232392067","17407.570232392067","17407.570232392067","11806.737712894179","11806.737712894179","11806.737712894179","12569.990782258581","12569.990782258581","12569.990782258581"
"8361","17481.96612896933","17481.96612896933","17481.96612896933","11604.14129931109","11604.14129931109","11604.14129931109","12789.424903096304","12789.424903096304","12789.424903096304"
"8371","17182.49995226906","17182.49995226906","17182.49995226906","11703.296547084912","11703.296547084912","11703.296547084912","12932.99692499048","12932.99692499048","12932.99692499048"
"8381","17113.271683964937","17113.271683964937","17113.271683964937","11967.487632635735","11967.487632635735","11967.487632635735","13093.419172294149","13093.419172294149","13093.419172294149"
"8391","17130.918020720506","17130.918020720506","17130.918020720506","9269.512546948712","9269.512546948712","9269.512546948712","12612.553930243532","12612.553930243532","12612.553930243532"
"8401","17323.629492519744","17323.629492519744","17323.629492519744","11825.015653673487","11825.015653673487","11825.015653673487","12924.79130283945","12924.79130283945","12924.79130283945"
"8411","17268.142206892782","17268.142206892782","17268.142206892782","11937.438644111526","11937.438644111526","11937.438644111526","12930.45586507155","12930.45586507155","12930.45586507155"
"8421","17323.66545333031","17323.66545333031","17323.66545333031","12389.501732649831","12389.501732649831","12389.501732649831","13109.20307950702","13109.20307950702","13109.20307950702"
"8431","17220.930811789185","17220.930811789185","17220.930811789185","12148.495436778638","12148.495436778638","12148.495436778638","12955.396247544215","12955.396247544215","12955.396247544215"
"8441","17093.567633778468","17093.567633778468","17093.567633778468","12057.068509424893","12057.068509424893","12057.068509424893","12970.994578121145","12970.994578121145","12970.994578121145"
"8451","17388.91983105368","17388.91983105368","17388.91983105368","11878.126089709485","11878.126089709485","11878.126089709485","12941.529553718972","12941.529553718972","12941.529553718972"
"8461","17377.991146860626","17377.991146860626","17377.991146860626","11995.065610307665","11995.065610307665","11995.065610307665","12626.379172710958","12626.379172710958","12626.379172710958"
"8471","17617.88094859276","17617.88094859276","17617.88094859276","12209.611762532291","12209.611762532291","12209.611762532291","12994.613698297648","12994.613698297648","12994.613698297648"
"8481","17359.686444528263","17359.686444528263","17359.686444528263","12184.555834054765","12184.555834054765","12184.555834054765","12926.602805683882","12926.602805683882","12926.602805683882"
"8491","17301.349188072752","17301.349188072752","17301.349188072752","12438.346570383155","12438.346570383155","12438.346570383155","12895.078894564193","12895.078894564193","12895.078894564193"
"8501","17402.710242856072","17402.710242856072","17402.710242856072","12223.253052253736","12223.253052253736","12223.253052253736","12940.036616573985","12940.036616573985","12940.036616573985"
"8511","17354.260555252848","17354.260555252848","17354.260555252848","12343.752697915717","12343.752697915717","12343.752697915717","12786.814731678247","12786.814731678247","12786.814731678247"
"8521","17266.643544229355","17266.643544229355","17266.643544229355","12206.355497068791","12206.355497068791","12206.355497068791","13033.563141952132","13033.563141952132","13033.563141952132"
"8531","17484.743519421205","17484.743519421205","17484.743519421205","11849.540169160717","11849.540169160717","11849.540169160717","13059.47342335217","13059.47342335217","13059.47342335217"
"8541","17389.58465402069","17389.58465402069","17389.58465402069","12282.05106677331","12282.05106677331","12282.05106677331","12964.462961405936","12964.462961405936","12964.462961405936"
"8551","17333.939877278106","17333.939877278106","17333.939877278106","12256.477640461162","12256.477640461162","12256.477640461162","11801.392550409753","11801.392550409753","11801.392550409753"
"8561","16271.779588193695","16271.779588193695","16271.779588193695","12278.663924698962","12278.663924698962","12278.663924698962","11667.524525123907","11667.524525123907","11667.524525123907"
"8571","16261.118197292719","16261.118197292719","16261.118197292719","12327.384885348341","12327.384885348341","12327.384885348341","11750.47427772104","11750.47427772104","11750.47427772104"
"8581","16225.91607675282","16225.91607675282","16225.91607675282","12600.239456177123","12600.239456177123","12600.239456177123","11539.301636581798","11539.301636581798","11539.301636581798"
"8591","16013.889390126174","16013.889390126174","16013.889390126174","12218.792533671596","12218.792533671596","12218.792533671596","11693.39550248396","11693.39550248396","11693.39550248396"
"8601","16172.942271964179","16172.942271964179","16172.942271964179","12204.308754468782","12204.308754468782","12204.308754468782","11706.920019013882","11706.920019013882","11706.920019013882"
"8611","16114.054611334845","16114.054611334845","16114.054611334845","12176.5760921642","12176.5760921642","12176.5760921642","11884.421283049414","11884.421283049414","11884.421283049414"
"8621","16336.455842621033","16336.455842621033","16336.455842621033","12207.217403224464","12207.217403224464","12207.217403224464","11742.218747086712","11742.218747086712","11742.218747086712"
"8631","16121.630939327431","16121.630939327431","16121.630939327431","12512.311765093225","12512.311765093225","12512.311765093225","11776.644464295654","11776.644464295654","11776.644464295654"
"8641","16339.188875975815","16339.188875975815","16339.188875975815","12062.493734344731","12062.493734344731","12062.493734344731","11854.071532352466","11854.071532352466","11854.071532352466"
"8651","16303.439548064687","16303.439548064687","16303.439548064687","12013.37523341242","12013.37523341242","12013.37523341242","11914.8485477003","11914.8485477003","11914.8485477003"
"8661","16416.49152280361","16416.49152280361","16416.49152280361","12237.861013319209","12237.861013319209","12237.861013319209","12361.258458094624","12361.258458094624","12361.258458094624"
"8671","16250.020538079561","16250.020538079561","16250.020538079561","12332.999457697277","12332.999457697277","12332.999457697277","12076.77685784951","12076.77685784951","12076.77685784951"
"8681","16339.515579293993","16339.515579293993","16339.515579293993","12301.28426232318","12301.28426232318","12301.28426232318","12076.914266650647","12076.914266650647","12076.914266650647"
"8691","16233.787930216253","16233.787930216253","16233.787930216253","12085.063950584503","12085.063950584503","12085.063950584503","12216.27299072673","12216.27299072673","12216.27299072673"
"8701","16323.885047355645","16323.885047355645","16323.885047355645","10309.315929948132","10309.315929948132","10309.315929948132","11741.000463091876","11741.000463091876","11741.000463091876"
"8711","16338.569225723486","16338.569225723486","16338.569225723486","10314.270435392435","10314.270435392435","10314.270435392435","12041.975267312082","12041.975267312082","12041.975267312082"
"8721","16375.10803893471","16375.10803893471","16375.10803893471","10462.513252148261","10462.513252148261","10462.513252148261","12178.131683038018","12178.131683038018","12178.131683038018"
"8731","16147.619843991557","16147.619843991557","16147.619843991557","10565.705559194095","10565.705559194095","10565.705559194095","12334.170503088779","12334.170503088779","12334.170503088779"
"8741","16239.969678709464","16239.969678709464","16239.969678709464","10383.747238655134","10383.747238655134","10383.747238655134","12325.862715552918","12325.862715552918","12325.862715552918"
"8751","16377.366059996744","16377.366059996744","16377.366059996744","10436.544187950956","10436.544187950956","10436.544187950956","12378.026902287469","12378.026902287469","12378.026902287469"
"8761","16244.256994643347","16244.256994643347","16244.256994643347","10479.121105974284","10479.121105974284","10479.121105974284","12487.551936519432","12487.551936519432","12487.551936519432"
"8771","16208.012863851991","16208.012863851991","16208.012863851991","10592.503265692867","10592.503265692867","10592.503265692867","12390.096313397946","12390.096313397946","12390.096313397946"
"8781","16280.11064888581","16280.11064888581","16280.11064888581","10785.007599479108","10785.007599479108","10785.007599479108","12474.95792807209","12474.95792807209","12474.95792807209"
"8791","16355.886549355131","16355.886549355131","16355.886549355131","10929.353306961755","10929.353306961755","10929.353306961755","12269.06059684923","12269.06059684923","12269.06059684923"
"8801","16216.486728387677","16216.486728387677","16216.486728387677","10635.594573952116","10635.594573952116","10635.594573952116","12190.145260686146","12190.145260686146","12190.145260686146"
"8811","16346.153756982567","16346.153756982567","16346.153756982567","10742.457018838591","10742.457018838591","10742.457018838591","12237.208207312475","12237.208207312475","12237.208207312475"
"8821","16391.286350543454","16391.286350543454","16391.286350543454","11043.729407952293","11043.729407952293","11043.729407952293","12071.395618928718","12071.395618928718","12071.395618928718"
"8831","16372.288285057719","16372.288285057719","16372.288285057719","10829.60105476441","10829.60105476441","10829.60105476441","12319.545251861055","12319.545251861055","12319.545251861055"
"8841","16327.845803133025","16327.845803133025","16327.845803133025","10900.559064761652","10900.559064761652","10900.559064761652","12187.339589123543","12187.339589123543","12187.339589123543"
"8851","16158.222073503815","16158.222073503815","16158.222073503815","10884.049976173079","10884.049976173079","10884.049976173079","12738.291984295862","12738.291984295862","12738.291984295862"
"8861","16433.006621505","16433.006621505","16433.006621505","11120.562449707675","11120.562449707675","11120.562449707675","12666.413284739365","12666.413284739365","12666.413284739365"
"8871","16580.80692894867","16580.80692894867","16580.80692894867","11163.653834102337","11163.653834102337","11163.653834102337","12536.255343843713","12536.255343843713","12536.255343843713"
"8881","16439.851304365988","16439.851304365988","16439.851304365988","10856.91752954807","10856.91752954807","10856.91752954807","12699.259535906109","12699.259535906109","12699.259535906109"
"8891","16438.409275560272","16438.409275560272","16438.409275560272","11054.972042009958","11054.972042009958","11054.972042009958","12704.393907844205","12704.393907844205","12704.393907844205"
"8901","16352.848587590439","16352.848587590439","16352.848587590439","11221.60998541164","11221.60998541164","11221.60998541164","12928.87481568409","12928.87481568409","12928.87481568409"
"8911","16591.50984375507","16591.50984375507","16591.50984375507","11155.26734753373","11155.26734753373","11155.26734753373","12543.846325395161","12543.846325395161","12543.846325395161"
"8921","16788.98046766314","16788.98046766314","16788.98046766314","11004.148620499564","11004.148620499564","11004.148620499564","12985.876519329455","12985.876519329455","12985.876519329455"
"8931","16688.584252185505","16688.584252185505","16688.584252185505","11103.55805325183","11103.55805325183","11103.55805325183","12926.25384505768","12926.25384505768","12926.25384505768"
"8941","16676.29114881897","16676.29114881897","16676.29114881897","11362.951552612578","11362.951552612578","11362.951552612578","12780.956571174253","12780.956571174253","12780.956571174253"
"8951","16836.004995019124","16836.004995019124","16836.004995019124","11733.884177708325","11733.884177708325","11733.884177708325","12706.885801319078","12706.885801319078","12706.885801319078"
"8961","16685.411863859466","16685.411863859466","16685.411863859466","11439.196971621413","11439.196971621413","11439.196971621413","12851.485578192318","12851.485578192318","12851.485578192318"
"8971","16673.36631343388","16673.36631343388","16673.36631343388","11254.613104282525","11254.613104282525","11254.613104282525","13148.656981077114","13148.656981077114","13148.656981077114"
"8981","16619.98179441204","16619.98179441204","16619.98179441204","11390.334413623128","11390.334413623128","11390.334413623128","12753.982759404693","12753.982759404693","12753.982759404693"
"8991","16550.586376893174","16550.586376893174","16550.586376893174","11392.750808718414","11392.750808718414","11392.750808718414","12844.634179360495","12844.634179360495","12844.634179360495"
"9001","16731.755135034717","16731.755135034717","16731.755135034717","11435.71603362193","11435.71603362193","11435.71603362193","12841.057732853627","12841.057732853627","12841.057732853627"
"9011","16796.88482380822","16796.88482380822","16796.88482380822","11243.776843955939","11243.776843955939","11243.776843955939","12603.39654593156","12603.39654593156","12603.39654593156"
"9021","16636.81771858788","16636.81771858788","16636.81771858788","11504.642002291712","11504.642002291712","11504.642002291712","13073.872885124629","13073.872885124629","13073.872885124629"
"9031","16830.25472982797","16830.25472982797","16830.25472982797","11501.759901954365","11501.759901954365","11501.759901954365","12597.344422820473","12597.344422820473","12597.344422820473"
"9041","16870.940159521262","16870.940159521262","16870.940159521262","11474.739714612466","11474.739714612466","11474.739714612466","12973.158213647393","12973.158213647393","12973.158213647393"
"9051","16817.501911910447","16817.501911910447","16817.501911910447","11664.163511235716","11664.163511235716","11664.163511235716","12749.22872940072","12749.22872940072","12749.22872940072"
"9061","16934.713245417315","16934.713245417315","16934.713245417315","12010.692235286606","12010.692235286606","12010.692235286606","12803.437211736757","12803.437211736757","12803.437211736757"
"9071","16914.19813812876","16914.19813812876","16914.19813812876","11895.366828512717","11895.366828512717","11895.366828512717","12872.879322698187","12872.879322698187","12872.879322698187"
"9081","16969.885183654053","16969.885183654053","16969.885183654053","11863.200198643653","11863.200198643653","11863.200198643653","12994.598187012716","12994.598187012716","12994.598187012716"
"9091","16803.028516733997","16803.028516733997","16803.028516733997","11536.57330450873","11536.57330450873","11536.57330450873","13187.451609540383","13187.451609540383","13187.451609540383"
"9101","16798.75305184719","16798.75305184719","16798.75305184719","12066.841311003447","12066.841311003447","12066.841311003447","12750.55959514972","12750.55959514972","12750.55959514972"
"9111","16779.9398981721","16779.9398981721","16779.9398981721","12100.698485634097","12100.698485634097","12100.698485634097","12696.371569547337","12696.371569547337","12696.371569547337"
"9121","16806.21018094581","16806.21018094581","16806.21018094581","11922.36640233522","11922.36640233522","11922.36640233522","12902.057277294269","12902.057277294269","12902.057277294269"
"9131","16874.280641557663","16874.280641557663","16874.280641557663","12024.54320866525","12024.54320866525","12024.54320866525","12855.523795968153","12855.523795968153","12855.523795968153"
"9141","16799.650022085214","16799.650022085214","16799.650022085214","11912.302908533782","11912.302908533782","11912.302908533782","13115.065107331538","13115.065107331538","13115.065107331538"
"9151","17109.22469399169","17109.22469399169","17109.22469399169","12002.717904863308","12002.717904863308","12002.717904863308","12733.012750761447","12733.012750761447","12733.012750761447"
"9161","17363.73485764099","17363.73485764099","17363.73485764099","11997.06590306777","11997.06590306777","11997.06590306777","12957.560694651725","12957.560694651725","12957.560694651725"
"9171","17241.23363047934","17241.23363047934","17241.23363047934","12115.653763946368","12115.653763946368","12115.653763946368","12919.146084388718","12919.146084388718","12919.146084388718"
"9181","17204.312816272843","17204.312816272843","17204.312816272843","12179.14914997257","12179.14914997257","12179.14914997257","12509.21404898613","12509.21404898613","12509.21404898613"
"9191","17243.661807746517","17243.661807746517","17243.661807746517","12395.304448206234","12395.304448206234","12395.304448206234","12912.101368236405","12912.101368236405","12912.101368236405"
"9201","17241.217949815455","17241.217949815455","17241.217949815455","12271.523604089505","12271.523604089505","12271.523604089505","12840.186077915347","12840.186077915347","12840.186077915347"
"9211","17284.328338895815","17284.328338895815","17284.328338895815","12079.910728327319","12079.910728327319","12079.910728327319","11602.781823010935","11602.781823010935","11602.781823010935"
"9221","17081.126958908648","17081.126958908648","17081.126958908648","12579.154662300105","12579.154662300105","12579.154662300105","11554.98821517691","11554.98821517691","11554.98821517691"
"9231","17282.42739501412","17282.42739501412","17282.42739501412","12201.952104706623","12201.952104706623","12201.952104706623","11701.545980581684","11701.545980581684","11701.545980581684"
"9241","17115.34030620931","17115.34030620931","17115.34030620931","12528.637443540505","12528.637443540505","12528.637443540505","11814.495140797622","11814.495140797622","11814.495140797622"
"9251","17204.92318131548","17204.92318131548","17204.92318131548","12213.4157504796","12213.4157504796","12213.4157504796","11586.355591722155","11586.355591722155","11586.355591722155"
"9261","17182.603634281488","17182.603634281488","17182.603634281488","12180.613369082437","12180.613369082437","12180.613369082437","11623.03169202388","11623.03169202388","11623.03169202388"
"9271","17397.827846029893","17397.827846029893","17397.827846029893","12203.204206514878","12203.204206514878","12203.204206514878","11374.1307643735","11374.1307643735","11374.1307643735"
"9281","17467.872332579496","17467.872332579496","17467.872332579496","12097.97330062745","12097.97330062745","12097.97330062745","11896.472390397987","11896.472390397987","11896.472390397987"
"9291","17304.52636159622","17304.52636159622","17304.52636159622","12094.667589652196","12094.667589652196","12094.667589652196","11501.96124176099","11501.96124176099","11501.96124176099"
"9301","17413.900269648304","17413.900269648304","17413.900269648304","12179.54626129692","12179.54626129692","12179.54626129692","11118.195353517414","11118.195353517414","11118.195353517414"
"9311","17404.017531327045","17404.017531327045","17404.017531327045","12298.580347361954","12298.580347361954","12298.580347361954","11678.707277073188","11678.707277073188","11678.707277073188"
"9321","17297.036845411738","17297.036845411738","17297.036845411738","11857.882290018271","11857.882290018271","11857.882290018271","11622.662454502948","11622.662454502948","11622.662454502948"
"9331","17252.53730919905","17252.53730919905","17252.53730919905","11928.543165312887","11928.543165312887","11928.543165312887","12037.15348586435","12037.15348586435","12037.15348586435"
"9341","17214.98462569585","17214.98462569585","17214.98462569585","12257.39660073574","12257.39660073574","12257.39660073574","11897.125762595364","11897.125762595364","11897.125762595364"
"9351","17191.185718494147","17191.185718494147","17191.185718494147","12030.722510663889","12030.722510663889","12030.722510663889","12173.644740335189","12173.644740335189","12173.644740335189"
"9361","17205.139905311706","17205.139905311706","17205.139905311706","12108.295030035888","12108.295030035888","12108.295030035888","12233.943996570293","12233.943996570293","12233.943996570293"
