"Step","a100_fw1b_l22_decoupled_s42_paper_sem8geo32v40:train - metrics/grad_norm","a100_fw1b_l22_decoupled_s42_paper_sem8geo32v40:train - metrics/grad_norm__MIN","a100_fw1b_l22_decoupled_s42_paper_sem8geo32v40:train - metrics/grad_norm__MAX","a100_fw1b_l22_baseline_s42_paper_strict:train - metrics/grad_norm","a100_fw1b_l22_baseline_s42_paper_strict:train - metrics/grad_norm__MIN","a100_fw1b_l22_baseline_s42_paper_strict:train - metrics/grad_norm__MAX"
"11","0.9962944388389587","0.9962944388389587","0.9962944388389587","1.0001055002212524","1.0001055002212524","1.0001055002212524"
"21","0.9987574815750122","0.9987574815750122","0.9987574815750122","0.9958502650260925","0.9958502650260925","0.9958502650260925"
"31","0.9979633092880249","0.9979633092880249","0.9979633092880249","1.0030373334884644","1.0030373334884644","1.0030373334884644"
"41","0.9993540644645691","0.9993540644645691","0.9993540644645691","1.0014615058898926","1.0014615058898926","1.0014615058898926"
"51","0.9980089068412781","0.9980089068412781","0.9980089068412781","1.0048078298568726","1.0048078298568726","1.0048078298568726"
"61","1.0027663707733154","1.0027663707733154","1.0027663707733154","1.0009602308273315","1.0009602308273315","1.0009602308273315"
"71","0.9970595240592957","0.9970595240592957","0.9970595240592957","0.9936609268188477","0.9936609268188477","0.9936609268188477"
"81","0.9979467988014221","0.9979467988014221","0.9979467988014221","1.0003345012664795","1.0003345012664795","1.0003345012664795"
"91","1.0035204887390137","1.0035204887390137","1.0035204887390137","1.0006276369094849","1.0006276369094849","1.0006276369094849"
"101","0.9965833425521851","0.9965833425521851","0.9965833425521851","0.9970827102661133","0.9970827102661133","0.9970827102661133"
"111","0.9978923797607422","0.9978923797607422","0.9978923797607422","0.993996262550354","0.993996262550354","0.993996262550354"
"121","0.9969516396522522","0.9969516396522522","0.9969516396522522","1.0004501342773438","1.0004501342773438","1.0004501342773438"
"131","0.9992527365684509","0.9992527365684509","0.9992527365684509","0.9978420734405518","0.9978420734405518","0.9978420734405518"
"141","1.0033601522445679","1.0033601522445679","1.0033601522445679","1.0045310258865356","1.0045310258865356","1.0045310258865356"
"151","1.000929355621338","1.000929355621338","1.000929355621338","0.9997789263725281","0.9997789263725281","0.9997789263725281"
"161","0.9976667761802673","0.9976667761802673","0.9976667761802673","1.0025774240493774","1.0025774240493774","1.0025774240493774"
"171","0.9967405796051025","0.9967405796051025","0.9967405796051025","0.9979445338249207","0.9979445338249207","0.9979445338249207"
"181","0.997880220413208","0.997880220413208","0.997880220413208","1.003675937652588","1.003675937652588","1.003675937652588"
"191","0.998580813407898","0.998580813407898","0.998580813407898","0.9982564449310303","0.9982564449310303","0.9982564449310303"
"201","0.9999802708625793","0.9999802708625793","0.9999802708625793","1.0004212856292725","1.0004212856292725","1.0004212856292725"
"211","1.0044455528259277","1.0044455528259277","1.0044455528259277","0.9964561462402344","0.9964561462402344","0.9964561462402344"
"221","0.999910295009613","0.999910295009613","0.999910295009613","0.9998334050178528","0.9998334050178528","0.9998334050178528"
"231","0.9932778477668762","0.9932778477668762","0.9932778477668762","1.0019325017929077","1.0019325017929077","1.0019325017929077"
"241","1.0010360479354858","1.0010360479354858","1.0010360479354858","1.0041451454162598","1.0041451454162598","1.0041451454162598"
"251","1.0015919208526611","1.0015919208526611","1.0015919208526611","0.9990386366844177","0.9990386366844177","0.9990386366844177"
"261","1.0040475130081177","1.0040475130081177","1.0040475130081177","0.9988715648651123","0.9988715648651123","0.9988715648651123"
"271","1.0007104873657227","1.0007104873657227","1.0007104873657227","0.9953862428665161","0.9953862428665161","0.9953862428665161"
"281","0.9973709583282471","0.9973709583282471","0.9973709583282471","1.0049422979354858","1.0049422979354858","1.0049422979354858"
"291","0.9992262125015259","0.9992262125015259","0.9992262125015259","0.9992383122444153","0.9992383122444153","0.9992383122444153"
"301","0.9976288080215454","0.9976288080215454","0.9976288080215454","0.9975740909576416","0.9975740909576416","0.9975740909576416"
"311","1.0008924007415771","1.0008924007415771","1.0008924007415771","1.0047619342803955","1.0047619342803955","1.0047619342803955"
"321","0.9952667355537415","0.9952667355537415","0.9952667355537415","1.0020878314971924","1.0020878314971924","1.0020878314971924"
"331","0.9983543157577515","0.9983543157577515","0.9983543157577515","0.9994593858718872","0.9994593858718872","0.9994593858718872"
"341","1.0001187324523926","1.0001187324523926","1.0001187324523926","1.0028743743896484","1.0028743743896484","1.0028743743896484"
"351","0.9962900876998901","0.9962900876998901","0.9962900876998901","0.997996985912323","0.997996985912323","0.997996985912323"
"361","0.9999725222587585","0.9999725222587585","0.9999725222587585","1.0024092197418213","1.0024092197418213","1.0024092197418213"
"371","1.00388503074646","1.00388503074646","1.00388503074646","0.9989502429962158","0.9989502429962158","0.9989502429962158"
"381","1.0025030374526978","1.0025030374526978","1.0025030374526978","1.0017101764678955","1.0017101764678955","1.0017101764678955"
"391","0.9988344311714172","0.9988344311714172","0.9988344311714172","1.003990888595581","1.003990888595581","1.003990888595581"
"401","0.9995812773704529","0.9995812773704529","0.9995812773704529","0.9971165657043457","0.9971165657043457","0.9971165657043457"
"411","0.9979178309440613","0.9979178309440613","0.9979178309440613","1.0034940242767334","1.0034940242767334","1.0034940242767334"
"421","1.002625584602356","1.002625584602356","1.002625584602356","1.0026726722717285","1.0026726722717285","1.0026726722717285"
"431","0.995934009552002","0.995934009552002","0.995934009552002","0.9992462396621704","0.9992462396621704","0.9992462396621704"
"441","1.0000231266021729","1.0000231266021729","1.0000231266021729","0.9969155192375183","0.9969155192375183","0.9969155192375183"
"451","0.9999485611915588","0.9999485611915588","0.9999485611915588","0.9954596161842346","0.9954596161842346","0.9954596161842346"
"461","1.000665545463562","1.000665545463562","1.000665545463562","0.9977350831031799","0.9977350831031799","0.9977350831031799"
"471","1.0012526512145996","1.0012526512145996","1.0012526512145996","1.0010902881622314","1.0010902881622314","1.0010902881622314"
"481","0.9978432655334473","0.9978432655334473","0.9978432655334473","1.001773715019226","1.001773715019226","1.001773715019226"
"491","1.0014569759368896","1.0014569759368896","1.0014569759368896","0.9981588125228882","0.9981588125228882","0.9981588125228882"
"501","1.000609040260315","1.000609040260315","1.000609040260315","1.0001221895217896","1.0001221895217896","1.0001221895217896"
"511","1.0012136697769165","1.0012136697769165","1.0012136697769165","0.9985536336898804","0.9985536336898804","0.9985536336898804"
"521","1.0030797719955444","1.0030797719955444","1.0030797719955444","1.0003132820129395","1.0003132820129395","1.0003132820129395"
"531","0.9965035915374756","0.9965035915374756","0.9965035915374756","0.9990388751029968","0.9990388751029968","0.9990388751029968"
"541","0.9988353848457336","0.9988353848457336","0.9988353848457336","0.9937670826911926","0.9937670826911926","0.9937670826911926"
"551","0.9984245300292969","0.9984245300292969","0.9984245300292969","1.005182147026062","1.005182147026062","1.005182147026062"
"561","1.0025495290756226","1.0025495290756226","1.0025495290756226","0.9977856874465942","0.9977856874465942","0.9977856874465942"
