"Step","a100_fw1b_l22_decoupled_s1337_paper_strict:train - loss","a100_fw1b_l22_decoupled_s1337_paper_strict:train - loss__MIN","a100_fw1b_l22_decoupled_s1337_paper_strict:train - loss__MAX","a100_fw1b_l22_baseline_s1337_paper_strict:train - loss","a100_fw1b_l22_baseline_s1337_paper_strict:train - loss__MIN","a100_fw1b_l22_baseline_s1337_paper_strict:train - loss__MAX"
"3521","3.92578125","3.92578125","3.92578125","3.859375","3.859375","3.859375"
"3531","4.0390625","4.0390625","4.0390625","4.0390625","4.0390625","4.0390625"
"3541","3.85546875","3.85546875","3.85546875","3.9921875","3.9921875","3.9921875"
"3551","3.92578125","3.92578125","3.92578125","3.84765625","3.84765625","3.84765625"
"3561","3.9140625","3.9140625","3.9140625","4.12890625","4.12890625","4.12890625"
"3571","4.0703125","4.0703125","4.0703125","4.06640625","4.06640625","4.06640625"
"3581","3.81640625","3.81640625","3.81640625","3.84765625","3.84765625","3.84765625"
"3591","3.98828125","3.98828125","3.98828125","4.07421875","4.07421875","4.07421875"
"3601","3.9921875","3.9921875","3.9921875","4.02734375","4.02734375","4.02734375"
"3611","3.9140625","3.9140625","3.9140625","3.96484375","3.96484375","3.96484375"
"3621","3.98828125","3.98828125","3.98828125","4.01171875","4.01171875","4.01171875"
"3631","4.06640625","4.06640625","4.06640625","3.93359375","3.93359375","3.93359375"
"3641","3.79296875","3.79296875","3.79296875","3.87890625","3.87890625","3.87890625"
"3651","3.9140625","3.9140625","3.9140625","3.9453125","3.9453125","3.9453125"
"3661","4.02734375","4.02734375","4.02734375","3.80859375","3.80859375","3.80859375"
"3671","3.953125","3.953125","3.953125","3.84765625","3.84765625","3.84765625"
"3681","3.921875","3.921875","3.921875","3.890625","3.890625","3.890625"
"3691","3.8515625","3.8515625","3.8515625","3.875","3.875","3.875"
"3701","4","4","4","3.796875","3.796875","3.796875"
"3711","3.91796875","3.91796875","3.91796875","3.8515625","3.8515625","3.8515625"
"3721","3.796875","3.796875","3.796875","3.90625","3.90625","3.90625"
"3731","3.9609375","3.9609375","3.9609375","3.90625","3.90625","3.90625"
"3741","3.94140625","3.94140625","3.94140625","4.03125","4.03125","4.03125"
"3751","4.01953125","4.01953125","4.01953125","3.92578125","3.92578125","3.92578125"
"3761","3.8359375","3.8359375","3.8359375","3.9921875","3.9921875","3.9921875"
"3771","3.89453125","3.89453125","3.89453125","3.8203125","3.8203125","3.8203125"
"3781","3.83203125","3.83203125","3.83203125","3.87109375","3.87109375","3.87109375"
"3791","3.8828125","3.8828125","3.8828125","3.75390625","3.75390625","3.75390625"
"3801","3.94140625","3.94140625","3.94140625","3.92578125","3.92578125","3.92578125"
"3811","3.8984375","3.8984375","3.8984375","3.8203125","3.8203125","3.8203125"
"3821","3.84765625","3.84765625","3.84765625","3.96875","3.96875","3.96875"
"3831","3.953125","3.953125","3.953125","4.01953125","4.01953125","4.01953125"
"3841","3.84765625","3.84765625","3.84765625","3.89453125","3.89453125","3.89453125"
"3851","3.88671875","3.88671875","3.88671875","3.76953125","3.76953125","3.76953125"
"3861","3.890625","3.890625","3.890625","3.8359375","3.8359375","3.8359375"
"3871","4.01171875","4.01171875","4.01171875","3.80078125","3.80078125","3.80078125"
"3881","3.6953125","3.6953125","3.6953125","3.84375","3.84375","3.84375"
"3891","3.87890625","3.87890625","3.87890625","3.8828125","3.8828125","3.8828125"
"3901","3.9609375","3.9609375","3.9609375","3.93359375","3.93359375","3.93359375"
"3911","3.93359375","3.93359375","3.93359375","3.875","3.875","3.875"
"3921","3.98828125","3.98828125","3.98828125","3.85546875","3.85546875","3.85546875"
"3931","3.9296875","3.9296875","3.9296875","3.7890625","3.7890625","3.7890625"
"3941","3.9921875","3.9921875","3.9921875","3.80859375","3.80859375","3.80859375"
"3951","3.78125","3.78125","3.78125","3.72265625","3.72265625","3.72265625"
"3961","3.8203125","3.8203125","3.8203125","3.9453125","3.9453125","3.9453125"
"3971","3.84765625","3.84765625","3.84765625","3.890625","3.890625","3.890625"
"3981","3.8984375","3.8984375","3.8984375","3.87109375","3.87109375","3.87109375"
"3991","3.7890625","3.7890625","3.7890625","3.7265625","3.7265625","3.7265625"
"4001","3.87109375","3.87109375","3.87109375","3.73046875","3.73046875","3.73046875"
"4011","3.890625","3.890625","3.890625","3.86328125","3.86328125","3.86328125"
"4021","3.8984375","3.8984375","3.8984375","3.88671875","3.88671875","3.88671875"
"4031","3.90625","3.90625","3.90625","3.75","3.75","3.75"
"4041","3.875","3.875","3.875","3.8359375","3.8359375","3.8359375"
"4051","4.0234375","4.0234375","4.0234375","4.03515625","4.03515625","4.03515625"
"4061","3.85546875","3.85546875","3.85546875","3.8359375","3.8359375","3.8359375"
"4071","3.88671875","3.88671875","3.88671875","3.94921875","3.94921875","3.94921875"
"4081","3.9375","3.9375","3.9375","3.953125","3.953125","3.953125"
"4091","3.953125","3.953125","3.953125","3.734375","3.734375","3.734375"
"4101","3.79296875","3.79296875","3.79296875","3.76953125","3.76953125","3.76953125"
"4111","3.86328125","3.86328125","3.86328125","3.859375","3.859375","3.859375"
"4121","3.89453125","3.89453125","3.89453125","3.8046875","3.8046875","3.8046875"
"4131","3.953125","3.953125","3.953125","3.84765625","3.84765625","3.84765625"
"4141","4.03125","4.03125","4.03125","3.8125","3.8125","3.8125"
"4151","3.76171875","3.76171875","3.76171875","3.859375","3.859375","3.859375"
"4161","3.8828125","3.8828125","3.8828125","3.8984375","3.8984375","3.8984375"
"4171","3.828125","3.828125","3.828125","3.78125","3.78125","3.78125"
"4181","3.80859375","3.80859375","3.80859375","3.859375","3.859375","3.859375"
"4191","3.80078125","3.80078125","3.80078125","3.8515625","3.8515625","3.8515625"
"4201","3.953125","3.953125","3.953125","3.7890625","3.7890625","3.7890625"
"4211","3.8125","3.8125","3.8125","3.87890625","3.87890625","3.87890625"
"4221","4.01953125","4.01953125","4.01953125","3.79296875","3.79296875","3.79296875"
"4231","3.91796875","3.91796875","3.91796875","3.86328125","3.86328125","3.86328125"
"4241","3.91796875","3.91796875","3.91796875","3.91015625","3.91015625","3.91015625"
"4251","3.796875","3.796875","3.796875","3.7890625","3.7890625","3.7890625"
"4261","3.6484375","3.6484375","3.6484375","3.84765625","3.84765625","3.84765625"
"4271","3.8203125","3.8203125","3.8203125","3.859375","3.859375","3.859375"
"4281","3.88671875","3.88671875","3.88671875","3.8203125","3.8203125","3.8203125"
"4291","3.875","3.875","3.875","3.79296875","3.79296875","3.79296875"
"4301","3.76171875","3.76171875","3.76171875","3.6953125","3.6953125","3.6953125"
"4311","3.8671875","3.8671875","3.8671875","3.88671875","3.88671875","3.88671875"
"4321","3.81640625","3.81640625","3.81640625","3.796875","3.796875","3.796875"
"4331","3.8203125","3.8203125","3.8203125","3.7890625","3.7890625","3.7890625"
"4341","3.90234375","3.90234375","3.90234375","3.8046875","3.8046875","3.8046875"
"4351","3.80078125","3.80078125","3.80078125","3.74609375","3.74609375","3.74609375"
"4361","3.875","3.875","3.875","3.84765625","3.84765625","3.84765625"
"4371","3.8203125","3.8203125","3.8203125","3.78515625","3.78515625","3.78515625"
"4381","3.9765625","3.9765625","3.9765625","3.78125","3.78125","3.78125"
"4391","4.00390625","4.00390625","4.00390625","3.6953125","3.6953125","3.6953125"
"4401","3.8125","3.8125","3.8125","3.734375","3.734375","3.734375"
"4411","3.80859375","3.80859375","3.80859375","3.73046875","3.73046875","3.73046875"
"4421","3.8359375","3.8359375","3.8359375","3.55859375","3.55859375","3.55859375"
"4431","3.86328125","3.86328125","3.86328125","3.86328125","3.86328125","3.86328125"
"4441","3.875","3.875","3.875","3.76953125","3.76953125","3.76953125"
"4451","3.73046875","3.73046875","3.73046875","3.74609375","3.74609375","3.74609375"
"4461","3.94921875","3.94921875","3.94921875","3.80078125","3.80078125","3.80078125"
"4471","3.890625","3.890625","3.890625","3.80859375","3.80859375","3.80859375"
"4481","3.890625","3.890625","3.890625","4.00390625","4.00390625","4.00390625"
"4491","3.7734375","3.7734375","3.7734375","3.85546875","3.85546875","3.85546875"
"4501","3.890625","3.890625","3.890625","3.77734375","3.77734375","3.77734375"
"4511","3.8828125","3.8828125","3.8828125","3.828125","3.828125","3.828125"
"4521","3.94140625","3.94140625","3.94140625","3.69140625","3.69140625","3.69140625"
"4531","3.78515625","3.78515625","3.78515625","3.66015625","3.66015625","3.66015625"
"4541","3.7734375","3.7734375","3.7734375","3.7421875","3.7421875","3.7421875"
"4551","3.89453125","3.89453125","3.89453125","3.75390625","3.75390625","3.75390625"
"4561","3.96875","3.96875","3.96875","3.88671875","3.88671875","3.88671875"
"4571","3.83984375","3.83984375","3.83984375","3.8203125","3.8203125","3.8203125"
"4581","3.84375","3.84375","3.84375","3.87109375","3.87109375","3.87109375"
"4591","3.84375","3.84375","3.84375","3.70703125","3.70703125","3.70703125"
"4601","3.703125","3.703125","3.703125","3.9375","3.9375","3.9375"
"4611","3.765625","3.765625","3.765625","3.85546875","3.85546875","3.85546875"
"4621","3.77734375","3.77734375","3.77734375","3.67578125","3.67578125","3.67578125"
"4631","3.81640625","3.81640625","3.81640625","3.81640625","3.81640625","3.81640625"
"4641","3.99609375","3.99609375","3.99609375","3.8671875","3.8671875","3.8671875"
"4651","3.984375","3.984375","3.984375","3.765625","3.765625","3.765625"
"4661","3.78125","3.78125","3.78125","3.80859375","3.80859375","3.80859375"
"4671","3.79296875","3.79296875","3.79296875","3.7265625","3.7265625","3.7265625"
"4681","3.82421875","3.82421875","3.82421875","3.8671875","3.8671875","3.8671875"
"4691","3.6328125","3.6328125","3.6328125","3.67578125","3.67578125","3.67578125"
"4701","3.71875","3.71875","3.71875","3.6484375","3.6484375","3.6484375"
"4711","3.82421875","3.82421875","3.82421875","3.65234375","3.65234375","3.65234375"
"4721","3.796875","3.796875","3.796875","3.80859375","3.80859375","3.80859375"
"4731","3.8359375","3.8359375","3.8359375","3.76953125","3.76953125","3.76953125"
"4741","3.7265625","3.7265625","3.7265625","3.68359375","3.68359375","3.68359375"
"4751","3.8671875","3.8671875","3.8671875","3.87890625","3.87890625","3.87890625"
"4761","3.76171875","3.76171875","3.76171875","3.87109375","3.87109375","3.87109375"
"4771","3.76953125","3.76953125","3.76953125","3.76953125","3.76953125","3.76953125"
"4781","3.62109375","3.62109375","3.62109375","3.82421875","3.82421875","3.82421875"
"4791","4.0390625","4.0390625","4.0390625","3.69140625","3.69140625","3.69140625"
"4801","3.5859375","3.5859375","3.5859375","3.63671875","3.63671875","3.63671875"
"4811","3.7265625","3.7265625","3.7265625","3.65625","3.65625","3.65625"
"4821","3.78125","3.78125","3.78125","3.828125","3.828125","3.828125"
"4831","3.671875","3.671875","3.671875","3.77734375","3.77734375","3.77734375"
"4841","3.67578125","3.67578125","3.67578125","3.71484375","3.71484375","3.71484375"
"4851","3.7734375","3.7734375","3.7734375","3.83984375","3.83984375","3.83984375"
"4861","3.8515625","3.8515625","3.8515625","3.62890625","3.62890625","3.62890625"
"4871","3.828125","3.828125","3.828125","3.62890625","3.62890625","3.62890625"
"4881","3.73046875","3.73046875","3.73046875","3.67578125","3.67578125","3.67578125"
"4891","3.6875","3.6875","3.6875","3.765625","3.765625","3.765625"
"4901","3.85546875","3.85546875","3.85546875","3.7890625","3.7890625","3.7890625"
"4911","3.765625","3.765625","3.765625","3.80078125","3.80078125","3.80078125"
"4921","3.640625","3.640625","3.640625","3.8125","3.8125","3.8125"
"4931","3.76953125","3.76953125","3.76953125","3.7734375","3.7734375","3.7734375"
"4941","3.74609375","3.74609375","3.74609375","3.73828125","3.73828125","3.73828125"
"4951","3.765625","3.765625","3.765625","3.7421875","3.7421875","3.7421875"
"4961","3.734375","3.734375","3.734375","3.71875","3.71875","3.71875"
"4971","3.76171875","3.76171875","3.76171875","3.70703125","3.70703125","3.70703125"
"4981","3.89453125","3.89453125","3.89453125","3.8125","3.8125","3.8125"
"4991","3.68359375","3.68359375","3.68359375","3.83984375","3.83984375","3.83984375"
"5001","3.9296875","3.9296875","3.9296875","3.6875","3.6875","3.6875"
"5011","3.90234375","3.90234375","3.90234375","3.703125","3.703125","3.703125"
"5021","3.72265625","3.72265625","3.72265625","3.59765625","3.59765625","3.59765625"
"5031","3.6484375","3.6484375","3.6484375","3.81640625","3.81640625","3.81640625"
"5041","3.8203125","3.8203125","3.8203125","3.57421875","3.57421875","3.57421875"
"5051","3.6796875","3.6796875","3.6796875","3.78515625","3.78515625","3.78515625"
"5061","3.78515625","3.78515625","3.78515625","3.83984375","3.83984375","3.83984375"
"5071","3.765625","3.765625","3.765625","3.703125","3.703125","3.703125"
"5081","3.80859375","3.80859375","3.80859375","3.703125","3.703125","3.703125"
"5091","3.6015625","3.6015625","3.6015625","3.78515625","3.78515625","3.78515625"
"5101","3.56640625","3.56640625","3.56640625","3.65234375","3.65234375","3.65234375"
"5111","3.8828125","3.8828125","3.8828125","3.76953125","3.76953125","3.76953125"
"5121","3.66015625","3.66015625","3.66015625","3.703125","3.703125","3.703125"
"5131","3.84765625","3.84765625","3.84765625","3.64453125","3.64453125","3.64453125"
"5141","3.74609375","3.74609375","3.74609375","3.78125","3.78125","3.78125"
"5151","3.7265625","3.7265625","3.7265625","3.66015625","3.66015625","3.66015625"
"5161","3.73046875","3.73046875","3.73046875","3.57421875","3.57421875","3.57421875"
"5171","3.73828125","3.73828125","3.73828125","3.7890625","3.7890625","3.7890625"
"5181","3.7421875","3.7421875","3.7421875","3.74609375","3.74609375","3.74609375"
"5191","3.69140625","3.69140625","3.69140625","3.8203125","3.8203125","3.8203125"
"5201","3.76953125","3.76953125","3.76953125","3.65234375","3.65234375","3.65234375"
"5211","3.69140625","3.69140625","3.69140625","3.65234375","3.65234375","3.65234375"
"5221","3.59765625","3.59765625","3.59765625","3.66015625","3.66015625","3.66015625"
"5231","3.60546875","3.60546875","3.60546875","3.61328125","3.61328125","3.61328125"
"5241","3.69921875","3.69921875","3.69921875","3.75390625","3.75390625","3.75390625"
"5251","3.78515625","3.78515625","3.78515625","3.69140625","3.69140625","3.69140625"
"5261","","","","3.6953125","3.6953125","3.6953125"
"5271","","","","3.734375","3.734375","3.734375"
"5281","","","","3.6953125","3.6953125","3.6953125"
"5291","","","","3.65625","3.65625","3.65625"
"5301","","","","3.7734375","3.7734375","3.7734375"
"5311","","","","3.71875","3.71875","3.71875"
"5321","","","","3.66015625","3.66015625","3.66015625"
"5331","","","","3.59375","3.59375","3.59375"
"5341","","","","3.6953125","3.6953125","3.6953125"
"5351","","","","3.58203125","3.58203125","3.58203125"
"5361","","","","3.6015625","3.6015625","3.6015625"
"5371","","","","3.703125","3.703125","3.703125"
"5381","","","","3.6171875","3.6171875","3.6171875"
"5391","","","","3.7734375","3.7734375","3.7734375"
"5401","","","","3.68359375","3.68359375","3.68359375"
"5411","","","","3.84375","3.84375","3.84375"
"5421","","","","3.578125","3.578125","3.578125"
"5431","","","","3.5703125","3.5703125","3.5703125"
"5441","","","","3.73828125","3.73828125","3.73828125"
"5451","","","","3.6875","3.6875","3.6875"
"5461","","","","3.59375","3.59375","3.59375"
"5471","","","","3.83203125","3.83203125","3.83203125"
"5481","","","","3.6328125","3.6328125","3.6328125"
"5491","","","","3.77734375","3.77734375","3.77734375"
"5501","","","","3.62890625","3.62890625","3.62890625"
"5511","","","","3.55078125","3.55078125","3.55078125"
"5521","","","","3.67578125","3.67578125","3.67578125"
"5531","","","","3.734375","3.734375","3.734375"
"5541","","","","3.734375","3.734375","3.734375"
"5551","","","","3.69140625","3.69140625","3.69140625"
"5561","","","","3.7109375","3.7109375","3.7109375"
"5571","","","","3.71484375","3.71484375","3.71484375"
"5581","","","","3.6796875","3.6796875","3.6796875"
"5591","","","","3.67578125","3.67578125","3.67578125"
"5601","","","","3.6484375","3.6484375","3.6484375"
"5611","","","","3.546875","3.546875","3.546875"
"5621","","","","3.59375","3.59375","3.59375"
"5631","","","","3.609375","3.609375","3.609375"
"5641","","","","3.51953125","3.51953125","3.51953125"
"5651","","","","3.69921875","3.69921875","3.69921875"
"5661","","","","3.66796875","3.66796875","3.66796875"
"5671","","","","3.65625","3.65625","3.65625"
"5681","","","","3.578125","3.578125","3.578125"
"5691","","","","3.55078125","3.55078125","3.55078125"
"5701","","","","3.765625","3.765625","3.765625"
"5711","","","","3.5625","3.5625","3.5625"
"5721","","","","3.640625","3.640625","3.640625"
"5731","","","","3.61328125","3.61328125","3.61328125"
"5741","","","","3.7265625","3.7265625","3.7265625"
"5751","","","","3.58203125","3.58203125","3.58203125"
"5761","","","","3.55078125","3.55078125","3.55078125"
"5771","","","","3.6015625","3.6015625","3.6015625"
"5781","","","","3.546875","3.546875","3.546875"
"5791","","","","3.48046875","3.48046875","3.48046875"
"5801","","","","3.56640625","3.56640625","3.56640625"
"5811","","","","3.68359375","3.68359375","3.68359375"
"5821","","","","3.56640625","3.56640625","3.56640625"
"5831","","","","3.61328125","3.61328125","3.61328125"
"5841","","","","3.75390625","3.75390625","3.75390625"
"5851","","","","3.5703125","3.5703125","3.5703125"
"5861","","","","3.59375","3.59375","3.59375"
"5871","","","","3.76171875","3.76171875","3.76171875"
"5881","","","","3.64453125","3.64453125","3.64453125"
"5891","","","","3.66015625","3.66015625","3.66015625"
"5901","","","","3.546875","3.546875","3.546875"
"5911","","","","3.58203125","3.58203125","3.58203125"
"5921","","","","3.58203125","3.58203125","3.58203125"
"5931","","","","3.625","3.625","3.625"
"5941","","","","3.65234375","3.65234375","3.65234375"
"5951","","","","3.6171875","3.6171875","3.6171875"
"5961","","","","3.57421875","3.57421875","3.57421875"
"5971","","","","3.5703125","3.5703125","3.5703125"
"5981","","","","3.46484375","3.46484375","3.46484375"
"5991","","","","3.55078125","3.55078125","3.55078125"
"6001","","","","3.6015625","3.6015625","3.6015625"
"6011","","","","3.6484375","3.6484375","3.6484375"
"6021","","","","3.65234375","3.65234375","3.65234375"
"6031","","","","3.640625","3.640625","3.640625"
"6041","","","","3.8046875","3.8046875","3.8046875"
"6051","","","","3.69140625","3.69140625","3.69140625"
"6061","","","","3.6171875","3.6171875","3.6171875"
"6071","","","","3.5859375","3.5859375","3.5859375"
"6081","","","","3.65234375","3.65234375","3.65234375"
"6091","","","","3.578125","3.578125","3.578125"
"6101","","","","3.5703125","3.5703125","3.5703125"
"6111","","","","3.625","3.625","3.625"
"6121","","","","3.64453125","3.64453125","3.64453125"
"6131","","","","3.60546875","3.60546875","3.60546875"
"6141","","","","3.55859375","3.55859375","3.55859375"
"6151","","","","3.50390625","3.50390625","3.50390625"
"6161","","","","3.51171875","3.51171875","3.51171875"
"6171","","","","3.51171875","3.51171875","3.51171875"
"6181","","","","3.60546875","3.60546875","3.60546875"
"6191","","","","3.65234375","3.65234375","3.65234375"
"6201","","","","3.5","3.5","3.5"
"6211","","","","3.53125","3.53125","3.53125"
"6221","","","","3.60546875","3.60546875","3.60546875"
"6231","","","","3.65625","3.65625","3.65625"
"6241","","","","3.625","3.625","3.625"
"6251","","","","3.41015625","3.41015625","3.41015625"
"6261","","","","3.6171875","3.6171875","3.6171875"
"6271","","","","3.58203125","3.58203125","3.58203125"
"6281","","","","3.62109375","3.62109375","3.62109375"
"6291","","","","3.5234375","3.5234375","3.5234375"
"6301","","","","3.60546875","3.60546875","3.60546875"
"6311","","","","3.5078125","3.5078125","3.5078125"
"6321","","","","3.5","3.5","3.5"
"6331","","","","3.6171875","3.6171875","3.6171875"
"6341","","","","3.51953125","3.51953125","3.51953125"
"6351","","","","3.55859375","3.55859375","3.55859375"
"6361","","","","3.58984375","3.58984375","3.58984375"
"6371","","","","3.453125","3.453125","3.453125"
"6381","","","","3.58203125","3.58203125","3.58203125"
"6391","","","","3.71484375","3.71484375","3.71484375"
"6401","","","","3.55078125","3.55078125","3.55078125"
"6411","","","","3.49609375","3.49609375","3.49609375"
"6421","","","","3.4453125","3.4453125","3.4453125"
"6431","","","","3.5546875","3.5546875","3.5546875"
"6441","","","","3.484375","3.484375","3.484375"
"6451","","","","3.5546875","3.5546875","3.5546875"
"6461","","","","3.5625","3.5625","3.5625"
"6471","","","","3.359375","3.359375","3.359375"
"6481","","","","3.671875","3.671875","3.671875"
"6491","","","","3.578125","3.578125","3.578125"
"6501","","","","3.453125","3.453125","3.453125"
"6511","","","","3.5625","3.5625","3.5625"
"6521","","","","3.53125","3.53125","3.53125"
"6531","","","","3.4609375","3.4609375","3.4609375"
"6541","","","","3.578125","3.578125","3.578125"
"6551","","","","3.71484375","3.71484375","3.71484375"
"6561","","","","3.44921875","3.44921875","3.44921875"
"6571","","","","3.55078125","3.55078125","3.55078125"
"6581","","","","3.6640625","3.6640625","3.6640625"
"6591","","","","3.45703125","3.45703125","3.45703125"
"6601","","","","3.58203125","3.58203125","3.58203125"
"6611","","","","3.42578125","3.42578125","3.42578125"
"6621","","","","3.51953125","3.51953125","3.51953125"
"6631","","","","3.65234375","3.65234375","3.65234375"
"6641","","","","3.5390625","3.5390625","3.5390625"
"6651","","","","3.578125","3.578125","3.578125"
"6661","","","","3.55859375","3.55859375","3.55859375"
"6671","","","","3.53515625","3.53515625","3.53515625"
"6681","","","","3.49609375","3.49609375","3.49609375"
"6691","","","","3.69140625","3.69140625","3.69140625"
"6701","","","","3.515625","3.515625","3.515625"
"6711","","","","3.4140625","3.4140625","3.4140625"
"6721","","","","3.515625","3.515625","3.515625"
"6731","","","","3.58203125","3.58203125","3.58203125"
"6741","","","","3.62890625","3.62890625","3.62890625"
"6751","","","","3.484375","3.484375","3.484375"
"6761","","","","3.52734375","3.52734375","3.52734375"
"6771","","","","3.6484375","3.6484375","3.6484375"
"6781","","","","3.57421875","3.57421875","3.57421875"
"6791","","","","3.6796875","3.6796875","3.6796875"
"6801","","","","3.50390625","3.50390625","3.50390625"
"6811","","","","3.421875","3.421875","3.421875"
"6821","","","","3.6171875","3.6171875","3.6171875"
"6831","","","","3.69140625","3.69140625","3.69140625"
"6841","","","","3.4921875","3.4921875","3.4921875"
"6851","","","","3.62109375","3.62109375","3.62109375"
"6861","","","","3.51953125","3.51953125","3.51953125"
"6871","","","","3.52734375","3.52734375","3.52734375"
"6881","","","","3.453125","3.453125","3.453125"
"6891","","","","3.4375","3.4375","3.4375"
"6901","","","","3.3671875","3.3671875","3.3671875"
"6911","","","","3.4453125","3.4453125","3.4453125"
"6921","","","","3.5234375","3.5234375","3.5234375"
"6931","","","","3.3984375","3.3984375","3.3984375"
"6941","","","","3.51171875","3.51171875","3.51171875"
"6951","","","","3.640625","3.640625","3.640625"
"6961","","","","3.46875","3.46875","3.46875"
"6971","","","","3.57421875","3.57421875","3.57421875"
"6981","","","","3.4453125","3.4453125","3.4453125"
"6991","","","","3.6171875","3.6171875","3.6171875"
"7001","","","","3.53515625","3.53515625","3.53515625"
"7011","","","","3.609375","3.609375","3.609375"
"7021","","","","3.421875","3.421875","3.421875"
"7031","","","","3.41796875","3.41796875","3.41796875"
"7041","","","","3.3984375","3.3984375","3.3984375"
"7051","","","","3.5078125","3.5078125","3.5078125"
"7061","","","","3.45703125","3.45703125","3.45703125"
"7071","","","","3.5546875","3.5546875","3.5546875"
"7081","","","","3.48046875","3.48046875","3.48046875"
"7091","","","","3.53125","3.53125","3.53125"
"7101","","","","3.515625","3.515625","3.515625"
"7111","","","","3.65234375","3.65234375","3.65234375"
"7121","","","","3.50390625","3.50390625","3.50390625"
"7131","","","","3.4453125","3.4453125","3.4453125"
"7141","","","","3.42578125","3.42578125","3.42578125"
"7151","","","","3.453125","3.453125","3.453125"
"7161","","","","3.4765625","3.4765625","3.4765625"
"7171","","","","3.4609375","3.4609375","3.4609375"
"7181","","","","3.48046875","3.48046875","3.48046875"
"7191","","","","3.57421875","3.57421875","3.57421875"
"7201","","","","3.4609375","3.4609375","3.4609375"
"7211","","","","3.5078125","3.5078125","3.5078125"
"7221","","","","3.58984375","3.58984375","3.58984375"
"7231","","","","3.62109375","3.62109375","3.62109375"
"7241","","","","3.34375","3.34375","3.34375"
"7251","","","","3.4609375","3.4609375","3.4609375"
"7261","","","","3.44921875","3.44921875","3.44921875"
"7271","","","","3.35546875","3.35546875","3.35546875"
"7281","","","","3.5078125","3.5078125","3.5078125"
"7291","","","","3.359375","3.359375","3.359375"
"7301","","","","3.6171875","3.6171875","3.6171875"
"7311","","","","3.7265625","3.7265625","3.7265625"
"7321","","","","3.484375","3.484375","3.484375"
"7331","","","","3.42578125","3.42578125","3.42578125"
"7341","","","","3.484375","3.484375","3.484375"
"7351","","","","3.52734375","3.52734375","3.52734375"
"7361","","","","3.46484375","3.46484375","3.46484375"
"7371","","","","3.53515625","3.53515625","3.53515625"
"7381","","","","3.61328125","3.61328125","3.61328125"
"7391","","","","3.48828125","3.48828125","3.48828125"
"7401","","","","3.51953125","3.51953125","3.51953125"
"7411","","","","3.5078125","3.5078125","3.5078125"
"7421","","","","3.4375","3.4375","3.4375"
"7431","","","","3.4375","3.4375","3.4375"
"7441","","","","3.4453125","3.4453125","3.4453125"
"7451","","","","3.5234375","3.5234375","3.5234375"
"7461","","","","3.58984375","3.58984375","3.58984375"
"7471","","","","3.4609375","3.4609375","3.4609375"
"7481","","","","3.51171875","3.51171875","3.51171875"
"7491","","","","3.375","3.375","3.375"
"7501","","","","3.37890625","3.37890625","3.37890625"
"7511","","","","3.45703125","3.45703125","3.45703125"
"7521","","","","3.53515625","3.53515625","3.53515625"
"7531","","","","3.4921875","3.4921875","3.4921875"
"7541","","","","3.484375","3.484375","3.484375"
"7551","","","","3.55078125","3.55078125","3.55078125"
"7561","","","","3.4296875","3.4296875","3.4296875"
"7571","","","","3.375","3.375","3.375"
"7581","","","","3.5625","3.5625","3.5625"
"7591","","","","3.55859375","3.55859375","3.55859375"
"7601","","","","3.4140625","3.4140625","3.4140625"
"7611","","","","3.5234375","3.5234375","3.5234375"
"7621","","","","3.35546875","3.35546875","3.35546875"
"7631","","","","3.62890625","3.62890625","3.62890625"
"7641","","","","3.44921875","3.44921875","3.44921875"
"7651","","","","3.4765625","3.4765625","3.4765625"
"7661","","","","3.26953125","3.26953125","3.26953125"
"7671","","","","3.44921875","3.44921875","3.44921875"
"7681","","","","3.41796875","3.41796875","3.41796875"
"7691","","","","3.4609375","3.4609375","3.4609375"
"7701","","","","3.2109375","3.2109375","3.2109375"
"7711","","","","3.5","3.5","3.5"
"7721","","","","3.33203125","3.33203125","3.33203125"
"7731","","","","3.44921875","3.44921875","3.44921875"
"7741","","","","3.34765625","3.34765625","3.34765625"
"7751","","","","3.34375","3.34375","3.34375"
"7761","","","","3.5","3.5","3.5"
"7771","","","","3.359375","3.359375","3.359375"
"7781","","","","3.4453125","3.4453125","3.4453125"
"7791","","","","3.45703125","3.45703125","3.45703125"
"7801","","","","3.4765625","3.4765625","3.4765625"
"7811","","","","3.5078125","3.5078125","3.5078125"
"7821","","","","3.28515625","3.28515625","3.28515625"
"7831","","","","3.484375","3.484375","3.484375"
"7841","","","","3.48828125","3.48828125","3.48828125"
"7851","","","","3.453125","3.453125","3.453125"
"7861","","","","3.45703125","3.45703125","3.45703125"
"7871","","","","3.39453125","3.39453125","3.39453125"
"7881","","","","3.51953125","3.51953125","3.51953125"
"7891","","","","3.4375","3.4375","3.4375"
"7901","","","","3.4296875","3.4296875","3.4296875"
"7911","","","","3.3671875","3.3671875","3.3671875"
"7921","","","","3.33984375","3.33984375","3.33984375"
"7931","","","","3.4609375","3.4609375","3.4609375"
"7941","","","","3.4375","3.4375","3.4375"
"7951","","","","3.51953125","3.51953125","3.51953125"
"7961","","","","3.5625","3.5625","3.5625"
"7971","","","","3.55078125","3.55078125","3.55078125"
"7981","","","","3.4453125","3.4453125","3.4453125"
"7991","","","","3.3515625","3.3515625","3.3515625"
"8001","","","","3.5234375","3.5234375","3.5234375"
"8011","","","","3.44140625","3.44140625","3.44140625"
